"answered","income","female","age","job","num_dependents","rent","own_res","new_car","chk_acct","sav_acct","num_accts","mobile","product"
0,76850,0,37,2,1,1,0,0,0,0,3,0,0
0,9000,0,23,2,1,0,1,1,0,4,2,0,0
0,15300,0,32,2,1,0,1,1,3,0,2,0,0
0,26310,0,28,2,1,1,0,1,1,1,2,0,0
1,7300,0,46,1,1,1,0,0,3,4,4,0,2
1,27430,0,29,2,1,0,1,0,3,0,4,0,2
1,59540,0,41,1,1,0,1,0,1,0,3,0,1
0,9590,0,29,2,1,0,1,0,1,0,2,0,0
1,15670,0,22,2,1,0,1,0,1,0,2,0,1
1,23660,1,36,3,1,0,1,1,1,2,3,0,3
0,42970,1,40,3,1,0,1,0,1,0,4,0,0
1,12870,0,45,1,1,0,1,1,3,4,4,0,2
1,47880,0,26,2,2,0,1,0,0,0,3,1,3
1,10280,0,36,2,1,0,1,1,3,0,2,0,3
1,14690,0,41,1,1,1,0,1,3,1,4,0,4
1,9320,0,24,2,1,0,1,0,3,0,2,0,2
0,109740,0,26,3,1,0,1,0,3,0,0,0,0
0,42100,0,26,2,1,0,1,0,2,0,2,0,0
0,48440,0,33,3,1,1,0,0,3,0,0,0,0
0,129760,0,38,3,1,0,0,0,1,0,0,1,0
1,13600,0,31,2,1,0,1,0,3,0,2,0,2
1,40200,0,27,2,1,0,1,0,0,0,2,0,2
0,34460,0,42,2,2,0,1,0,0,0,4,0,0
0,30310,0,21,2,1,1,0,0,1,1,2,0,0
1,15970,0,40,1,2,1,0,1,3,2,2,0,2
1,110540,0,30,3,1,0,1,0,3,4,2,1,2
1,14100,0,35,2,1,0,1,0,1,2,4,0,2
1,20120,0,61,2,1,0,1,0,3,4,3,0,2
1,44730,0,31,2,1,0,1,0,2,0,4,0,2
1,90550,0,35,1,2,0,0,0,3,4,2,0,4
0,25380,0,47,1,2,0,1,1,3,0,4,0,0
1,25070,0,51,1,1,0,0,1,3,2,4,0,4
0,15530,0,44,2,1,0,1,0,0,0,2,0,0
1,36200,0,37,2,2,0,1,0,0,0,2,0,2
1,12870,0,45,1,1,0,1,1,3,4,4,0,2
1,43510,0,48,1,1,0,1,0,1,4,2,0,4
1,18040,0,44,2,1,0,1,0,1,1,1,1,4
1,12250,0,37,2,1,0,1,0,2,0,2,0,2
1,34480,0,74,1,1,0,1,0,3,0,3,0,4
0,20390,0,22,2,1,0,1,0,1,0,1,0,0
1,14590,0,43,1,1,0,1,0,3,0,2,0,2
0,44550,1,30,3,1,0,1,0,1,0,2,0,0
1,38500,0,27,2,1,0,1,0,3,0,3,1,1
0,40570,1,43,2,1,0,1,0,1,0,3,0,0
0,22780,0,28,2,1,0,1,1,1,1,1,0,0
0,6260,0,24,1,1,0,1,0,0,0,2,0,0
1,27280,0,35,2,1,0,1,0,1,4,3,0,2
0,126120,0,47,2,2,0,0,0,1,1,2,0,0
0,46110,0,32,2,1,0,1,0,3,0,1,0,0
0,115900,0,24,1,1,1,0,0,3,1,2,1,0
1,12010,0,26,2,1,0,1,1,1,0,1,0,1
1,10070,0,22,2,1,0,1,1,1,3,2,0,1
0,148960,0,68,3,1,0,1,1,0,0,4,0,0
0,38440,0,34,1,2,0,0,0,1,1,3,0,0
1,10760,0,26,2,1,0,1,0,3,0,2,0,2
1,23310,0,49,2,1,0,1,0,3,4,4,0,4
1,12010,0,26,2,1,0,1,1,1,0,1,0,1
1,37570,0,62,2,1,0,0,1,3,0,4,0,4
0,27750,0,31,2,1,0,1,1,3,0,3,0,0
1,15950,0,51,2,2,0,1,0,3,0,3,0,2
1,20730,0,28,2,1,0,1,0,3,1,2,0,2
1,18040,0,44,2,1,0,1,0,1,1,1,1,4
1,73080,0,70,3,1,0,0,1,1,0,0,0,4
1,70570,0,36,3,2,1,0,0,1,4,3,1,4
1,12440,0,41,1,1,1,0,0,3,4,4,0,4
1,15260,0,66,3,1,0,0,0,0,0,4,1,4
0,29960,0,20,2,1,0,1,0,0,4,2,0,0
1,23330,0,29,1,1,0,1,0,1,4,1,0,2
1,38780,1,37,2,1,0,1,1,1,1,1,0,2
1,27600,0,36,2,1,0,0,0,1,4,4,1,4
1,21410,0,35,2,1,0,1,0,3,1,3,0,1
0,16700,0,22,2,1,0,1,0,1,0,1,0,0
1,64190,0,44,3,2,0,0,0,0,0,4,1,4
0,48440,0,33,3,1,1,0,0,3,0,0,0,0
1,47950,0,30,3,1,0,1,0,1,0,1,0,1
0,25380,0,47,1,2,0,1,1,3,0,4,0,0
1,14240,0,55,3,1,0,1,0,2,4,4,0,4
0,33450,0,39,3,1,1,0,0,0,0,4,0,0
0,21500,0,24,2,1,0,1,1,1,0,2,0,0
1,28720,0,36,2,2,0,1,0,3,1,4,0,4
1,41690,0,28,2,1,0,1,0,0,0,2,0,4
0,74850,0,53,3,1,0,1,0,3,4,0,1,0
1,77210,0,30,2,1,0,1,0,0,4,1,0,2
1,6180,0,56,2,1,0,1,0,3,0,4,0,4
0,47360,0,25,1,1,0,1,0,1,0,1,0,0
1,12130,0,47,2,1,0,1,0,3,2,4,0,3
1,84710,0,23,2,1,1,0,0,0,4,2,0,2
1,26590,0,28,2,1,0,1,0,0,3,2,0,2
0,145550,0,23,0,1,0,1,1,1,4,0,0,0
1,10530,0,27,2,1,0,1,0,0,0,1,0,2
1,10920,0,49,2,1,0,1,0,1,0,2,0,4
1,15950,0,51,2,2,0,1,0,3,0,3,0,2
1,59650,0,30,3,1,0,1,0,1,0,4,1,2
0,13550,0,25,1,1,0,1,1,1,0,1,0,0
1,17210,0,36,2,1,0,1,1,0,0,1,0,3
0,33450,0,39,3,1,1,0,0,0,0,4,0,0
1,23150,0,52,1,1,0,1,0,0,0,4,0,4
0,40570,1,43,2,1,0,1,0,1,0,3,0,0
1,42720,0,26,1,1,0,1,0,3,1,2,0,2
0,21490,1,29,2,1,0,0,0,0,0,2,0,0
0,8360,0,23,1,1,0,1,1,1,1,1,0,0
1,75820,0,31,3,1,0,0,0,1,1,0,0,4
0,115900,0,24,1,1,1,0,0,3,1,2,1,0
1,28990,0,43,2,2,0,1,1,1,4,4,0,4
0,109740,0,26,3,1,0,1,0,3,0,0,0,0
1,34160,0,27,3,1,0,1,0,0,0,2,0,2
0,129760,0,38,3,1,0,0,0,1,0,0,1,0
1,30740,0,33,2,2,0,1,0,3,4,2,0,2
1,39130,0,23,2,1,0,1,0,2,0,2,0,2
0,12230,1,46,2,1,1,0,1,1,0,4,0,0
0,67580,0,31,2,1,0,1,0,0,0,2,0,0
1,21410,0,35,2,1,0,1,0,3,1,3,0,1
1,5180,0,29,2,1,0,1,0,3,0,2,0,1
1,12400,0,38,2,1,0,1,0,3,4,4,0,2
1,21080,0,29,2,1,1,0,0,3,0,3,0,2
1,101440,0,21,2,1,0,1,0,3,1,3,0,4
0,39650,0,34,2,1,0,1,0,0,0,1,0,0
1,8460,0,36,2,1,0,0,0,3,4,4,0,4
1,44390,0,33,3,1,0,1,0,1,0,4,0,1
0,99600,0,26,2,1,0,1,0,1,0,1,0,0
1,59650,0,30,3,1,0,1,0,1,0,4,1,2
0,10420,0,33,2,1,0,1,1,1,4,2,0,0
0,18370,0,34,1,1,0,0,0,1,0,3,0,0
0,20640,0,34,3,1,0,1,0,1,0,0,0,0
0,44550,1,30,3,1,0,1,0,1,0,2,0,0
1,26970,0,32,2,2,0,1,0,3,0,2,0,2
1,16800,0,35,2,1,0,1,0,0,2,4,0,1
0,19080,0,66,3,1,0,1,0,2,0,4,0,0
1,14180,0,35,1,1,1,0,1,3,1,2,0,2
0,38440,0,34,1,2,0,0,0,1,1,3,0,0
0,33490,0,28,3,1,0,1,0,3,0,2,0,0
0,71740,0,30,3,1,0,1,0,0,4,3,0,0
1,78820,0,45,2,2,0,0,0,0,0,3,0,4
1,30590,1,61,1,1,0,1,0,3,3,3,0,4
0,35520,0,27,2,1,0,1,0,0,0,3,0,0
1,14730,0,39,2,1,0,1,0,3,0,1,0,4
1,95660,0,31,2,1,0,1,0,3,0,2,0,2
1,13520,0,23,0,1,1,0,0,0,2,0,1,2
0,9390,0,28,2,1,0,1,1,2,2,3,0,0
0,61990,0,28,2,1,1,0,0,0,0,2,0,0
1,51520,0,25,2,1,0,1,0,2,0,3,0,2
1,46790,0,35,1,1,0,1,0,3,0,3,1,3
0,13310,0,22,2,1,0,1,0,1,0,1,0,0
1,7010,0,40,1,1,0,1,0,0,0,2,0,2
1,26700,0,35,3,1,0,1,0,3,0,4,1,4
0,25700,0,21,2,1,1,0,1,3,0,2,0,0
0,11880,0,39,2,2,0,1,0,1,0,4,0,0
0,9000,0,23,2,1,0,1,1,0,4,2,0,0
1,26590,0,28,2,1,0,1,0,0,3,2,0,2
0,68360,0,63,2,1,0,1,0,0,0,4,0,0
0,19530,0,61,3,1,0,0,0,1,0,4,0,0
0,83180,0,42,3,1,0,0,0,1,0,4,0,0
1,47950,0,30,3,1,0,1,0,1,0,1,0,1
1,78820,0,45,2,2,0,0,0,0,0,3,0,4
1,2760,0,22,1,1,1,0,1,1,0,2,0,4
0,61990,0,28,2,1,1,0,0,0,0,2,0,0
0,68720,1,55,2,1,0,1,0,0,0,1,0,0
1,38350,0,45,1,1,0,1,0,3,4,4,0,4
1,30770,0,52,2,1,0,1,0,3,0,2,0,4
1,30790,0,36,2,1,0,1,1,3,4,2,0,4
0,159450,0,58,2,1,1,0,0,1,0,1,0,0
1,9090,0,36,2,1,0,1,1,3,2,4,0,4
0,64160,0,59,2,1,1,0,0,1,0,4,0,0
1,37570,0,62,2,1,0,0,1,3,0,4,0,4
0,24060,0,23,2,1,1,0,0,0,0,3,0,0
0,6970,0,46,2,1,0,1,1,0,0,1,0,0
0,12400,0,48,1,2,0,0,1,2,1,4,0,0
0,29690,0,25,2,1,1,0,0,1,0,1,0,0
1,94360,0,39,1,2,0,1,0,3,4,2,1,2
0,14840,0,25,2,1,0,1,0,1,4,2,0,0
1,27450,0,32,2,1,0,1,0,1,3,3,0,2
0,31610,0,31,2,1,1,0,0,0,0,2,0,0
0,22350,0,33,2,1,1,0,1,0,0,2,0,0
0,4330,0,24,2,2,1,0,0,1,3,1,0,0
0,68500,0,34,3,2,0,1,1,1,1,0,0,0
0,12090,0,47,3,1,0,1,1,1,0,0,0,0
1,13300,0,26,2,1,0,1,1,2,0,1,0,1
0,95720,1,28,2,1,0,1,0,3,0,1,0,0
0,18820,0,25,2,1,1,0,0,0,0,2,0,0
0,159450,0,58,2,1,1,0,0,1,0,1,0,0
1,18810,0,44,1,1,1,0,0,2,0,2,0,2
0,148960,0,68,3,1,0,1,1,0,0,4,0,0
1,42720,0,26,1,1,0,1,0,3,1,2,0,2
1,12130,0,47,2,1,0,1,0,3,2,4,0,3
0,123890,0,37,2,1,0,0,1,1,4,2,0,0
0,36210,0,31,2,1,0,1,0,3,1,4,0,0
1,64190,0,44,3,2,0,0,0,0,0,4,1,4
1,11490,0,46,2,1,0,1,0,3,3,2,0,3
1,8600,0,39,2,1,0,1,1,0,0,4,0,4
1,11490,0,46,2,1,0,1,0,3,3,2,0,3
0,24060,0,23,2,1,1,0,0,0,0,3,0,0
0,51290,0,74,3,2,0,0,0,1,0,4,1,0
1,12390,0,61,2,1,0,0,0,1,4,2,0,4
0,14840,0,25,2,1,0,1,0,1,4,2,0,0
1,20300,0,24,2,1,0,1,0,1,4,3,0,1
0,48440,0,33,3,1,1,0,0,3,0,0,0,0
1,47950,0,30,3,1,0,1,0,1,0,1,0,1
1,23330,0,29,1,1,0,1,0,1,4,1,0,2
0,9470,0,38,2,2,0,0,1,2,0,3,0,0
0,22780,0,28,2,1,0,1,1,1,1,1,0,0
0,83180,0,42,3,1,0,0,0,1,0,4,0,0
0,19530,0,61,3,1,0,0,0,1,0,4,0,0
0,12850,0,32,2,1,1,0,1,0,4,3,0,0
1,20300,0,24,2,1,0,1,0,1,4,3,0,1
1,15970,0,40,1,2,1,0,1,3,2,2,0,2
0,32340,0,23,1,1,1,0,0,0,0,1,0,0
0,18080,0,22,2,1,0,1,0,3,0,3,0,0
1,14730,0,39,2,1,0,1,0,3,0,1,0,4
1,27080,0,27,1,1,0,1,0,3,0,1,0,3
1,26470,0,44,2,2,1,0,0,0,2,2,0,3
1,27790,0,21,2,1,1,0,0,1,0,2,1,3
0,74850,0,53,3,1,0,1,0,3,4,0,1,0
0,23030,0,45,2,1,0,1,1,0,0,4,0,0
1,13460,0,42,2,2,0,0,0,3,1,4,0,4
0,20390,0,22,2,1,0,1,0,1,0,1,0,0
0,113280,0,29,3,1,0,1,0,1,0,2,0,0
1,14730,0,39,2,1,0,1,0,3,0,1,0,4
1,7630,0,26,2,1,0,1,0,3,0,2,0,1
0,148960,0,68,3,1,0,1,1,0,0,4,0,0
1,46570,0,30,2,1,0,1,0,3,0,2,1,2
0,30310,0,21,2,1,1,0,0,1,1,2,0,0
1,106230,0,38,3,2,0,0,0,0,0,4,1,4
1,72380,0,32,2,2,0,1,0,3,4,4,0,3
1,47950,0,30,3,1,0,1,0,1,0,1,0,1
0,63500,0,31,2,1,0,1,0,0,4,4,0,0
0,96290,0,24,2,1,0,1,0,0,0,3,1,0
1,38120,0,23,2,1,0,1,0,3,1,1,1,4
0,11360,0,32,2,2,0,0,0,1,3,4,0,0
1,37770,0,50,2,1,0,1,0,3,3,2,0,4
1,10550,0,30,2,1,0,1,1,3,0,1,0,1
0,126120,0,47,2,2,0,0,0,1,1,2,0,0
1,16800,0,35,2,1,0,1,0,0,2,4,0,1
0,79800,0,27,2,1,1,0,0,3,4,1,0,0
1,33980,0,39,1,1,0,1,1,0,0,3,0,4
0,119380,0,39,3,2,0,1,0,1,0,2,0,0
0,19080,0,66,3,1,0,1,0,2,0,4,0,0
0,39660,0,33,2,1,1,0,1,0,0,4,0,0
0,6740,0,20,2,1,0,1,0,0,1,3,0,0
0,46230,0,40,3,1,0,1,0,3,1,2,0,0
0,41100,0,23,2,2,1,0,0,0,0,4,0,0
1,23660,1,36,3,1,0,1,1,1,2,3,0,3
1,36500,0,22,2,1,1,0,0,0,0,1,0,4
1,19340,0,26,2,1,0,1,0,3,0,4,0,2
0,26710,0,50,2,1,0,0,0,1,1,2,0,0
1,19840,0,47,2,1,0,0,0,3,0,2,0,4
0,12230,1,46,2,1,1,0,1,1,0,4,0,0
0,101270,0,44,2,1,0,0,1,3,2,2,0,0
0,22100,0,25,1,1,1,0,0,3,0,2,0,0
1,25770,1,42,2,1,0,1,0,0,0,2,0,1
1,10530,0,27,2,1,0,1,0,0,0,1,0,2
0,95720,1,28,2,1,0,1,0,3,0,1,0,0
1,26220,0,34,2,1,0,1,0,1,1,2,0,4
0,14780,0,22,2,1,0,1,0,3,0,3,0,0
1,15250,0,34,2,2,0,1,1,3,3,3,0,3
0,9470,0,38,2,2,0,0,1,2,0,3,0,0
1,35180,0,26,2,1,1,0,1,3,0,2,0,3
0,78550,0,25,2,1,0,1,1,3,0,2,0,0
1,18810,0,44,1,1,1,0,0,2,0,2,0,2
0,12170,0,47,1,1,0,1,0,0,0,2,0,0
1,53020,0,36,3,1,0,0,1,0,0,4,0,4
1,19630,0,31,3,2,1,0,0,3,0,3,0,2
0,86480,0,27,2,1,0,1,0,3,0,1,0,0
1,14590,0,43,1,1,0,1,0,3,0,2,0,2
0,31900,0,24,2,1,0,1,0,0,0,2,0,0
0,49330,0,25,2,1,0,1,0,1,0,3,0,0
1,19250,0,26,2,1,0,1,0,2,0,2,0,2
1,15740,0,50,2,1,0,1,0,3,0,2,0,2
0,9510,0,27,2,1,1,0,0,1,1,1,0,0
0,102970,0,39,2,2,0,0,0,0,0,3,1,0
1,29780,0,32,2,2,0,1,0,3,4,2,0,4
1,27430,0,29,2,1,0,1,0,3,0,4,0,2
0,14840,0,25,2,1,0,1,0,1,4,2,0,0
1,53020,0,36,3,1,0,0,1,0,0,4,0,4
1,7010,0,32,2,1,0,1,0,3,0,2,0,2
1,16200,0,30,2,1,0,1,0,0,0,2,0,3
0,74850,0,53,3,1,0,1,0,3,4,0,1,0
1,38680,0,41,3,1,1,0,0,3,0,4,1,2
0,12450,0,33,2,1,0,1,0,1,0,2,0,0
1,51170,0,26,2,1,0,1,0,3,0,3,0,4
1,7010,0,32,2,1,0,1,0,3,0,2,0,2
1,47950,0,30,3,1,0,1,0,1,0,1,0,1
0,72970,0,36,2,1,1,0,0,0,0,4,0,0
0,12160,0,23,2,1,1,0,1,0,0,1,0,0
1,7090,0,27,0,1,0,1,1,2,3,1,0,2
1,3380,0,52,2,1,0,1,0,0,2,4,0,4
1,24040,0,26,2,1,0,1,0,3,0,2,0,2
0,23020,1,31,2,1,1,0,0,0,0,2,0,0
1,8460,0,36,2,1,0,0,0,3,4,4,0,4
0,126800,0,30,3,1,0,0,1,3,4,4,0,0
1,10550,0,30,2,1,0,1,1,3,0,1,0,1
1,27600,0,36,2,1,0,0,0,1,4,4,1,4
0,30920,0,22,2,1,1,0,0,1,1,1,0,0
0,74850,0,53,3,1,0,1,0,3,4,0,1,0
0,14420,0,32,1,2,0,0,1,0,0,3,0,0
1,24060,0,31,3,1,0,1,0,3,0,0,0,3
1,27820,0,31,3,1,0,1,1,3,2,3,0,2
1,60780,0,32,2,1,0,1,1,1,0,3,0,2
1,15370,0,50,2,1,0,1,0,1,4,4,0,4
0,40570,1,43,2,1,0,1,0,1,0,3,0,0
0,29690,0,25,2,1,1,0,0,1,0,1,0,0
1,15160,0,43,1,1,0,1,0,3,3,2,0,1
1,27280,0,35,2,1,0,1,0,1,4,3,0,2
0,55950,0,24,2,1,0,1,0,1,1,2,0,0
0,42810,0,23,2,1,0,1,0,0,2,2,0,0
1,23370,0,36,2,1,0,1,0,1,0,4,0,4
0,12850,0,32,2,1,1,0,1,0,4,3,0,0
0,11360,0,32,2,2,0,0,0,1,3,4,0,0
1,70570,0,36,3,2,1,0,0,1,4,3,1,4
1,37570,0,62,2,1,0,0,1,3,0,4,0,4
0,24620,0,22,2,1,0,1,0,0,0,2,0,0
1,33680,0,23,2,1,1,0,0,3,3,4,1,4
1,39130,0,23,2,1,0,1,0,2,0,2,0,2
0,69990,0,34,2,1,0,1,0,0,0,3,0,0
0,64160,0,59,2,1,1,0,0,1,0,4,0,0
0,39660,0,33,2,1,1,0,1,0,0,4,0,0
0,15530,0,44,2,1,0,1,0,0,0,2,0,0
0,6390,0,30,2,1,0,1,0,1,0,2,0,0
1,35990,0,26,1,1,1,0,0,0,0,3,0,4
1,51170,0,26,2,1,0,1,0,3,0,3,0,4
1,27820,0,31,3,1,0,1,1,3,2,3,0,2
1,101440,0,21,2,1,0,1,0,3,1,3,0,4
0,12820,0,20,2,1,1,0,0,0,0,2,0,0
1,86130,0,27,2,1,0,1,0,3,3,2,1,2
1,12400,0,38,2,1,0,1,0,3,4,4,0,2
0,25790,0,33,1,2,0,1,1,0,0,1,0,0
1,5710,0,65,2,1,0,1,1,0,0,4,0,4
1,11630,0,44,2,1,0,1,1,3,2,2,0,4
1,20580,1,33,2,1,0,1,0,3,0,2,0,2
1,9830,0,19,1,1,1,0,0,1,3,1,0,4
0,40570,1,43,2,1,0,1,0,1,0,3,0,0
0,61430,0,58,1,1,0,0,0,0,0,4,1,0
1,34160,0,27,3,1,0,1,0,0,0,2,0,2
0,109740,0,26,3,1,0,1,0,3,0,0,0,0
1,12620,0,25,2,1,0,1,0,3,0,2,0,2
1,10070,0,22,2,1,0,1,1,1,3,2,0,1
1,22380,0,25,2,1,0,1,0,3,0,2,0,1
1,86130,0,27,2,1,0,1,0,3,3,2,1,2
0,59980,0,27,2,1,0,1,0,0,0,2,0,0
1,2760,0,22,1,1,1,0,1,1,0,2,0,4
0,74850,0,53,3,1,0,1,0,3,4,0,1,0
1,51520,0,25,2,1,0,1,0,2,0,3,0,2
0,29960,0,20,2,1,0,1,0,0,4,2,0,0
1,46570,0,30,2,1,0,1,0,3,0,2,1,2
0,9510,0,27,2,1,1,0,0,1,1,1,0,0
0,26310,0,28,2,1,1,0,1,1,1,2,0,0
0,12450,0,33,2,1,0,1,0,1,0,2,0,0
1,51520,0,25,2,1,0,1,0,2,0,3,0,2
0,14420,0,32,1,2,0,0,1,0,0,3,0,0
1,25220,0,39,2,2,0,1,0,0,0,4,0,3
0,15530,0,44,2,1,0,1,0,0,0,2,0,0
0,20640,0,34,3,1,0,1,0,1,0,0,0,0
1,7300,0,46,1,1,1,0,0,3,4,4,0,2
1,12440,0,41,1,1,1,0,0,3,4,4,0,4
1,35730,0,23,1,1,0,1,0,1,0,2,0,1
0,126120,0,47,2,2,0,0,0,1,1,2,0,0
0,9510,0,27,2,1,1,0,0,1,1,1,0,0
1,7540,0,38,2,1,0,1,0,1,4,4,0,4
1,17430,0,34,1,1,0,1,0,3,1,2,0,2
1,5710,0,65,2,1,0,1,1,0,0,4,0,4
1,26590,0,28,2,1,0,1,0,0,3,2,0,2
0,27620,0,25,2,1,0,1,0,1,4,4,0,0
0,12370,0,24,2,1,0,1,0,1,0,2,0,0
0,109740,0,26,3,1,0,1,0,3,0,0,0,0
0,83860,0,49,2,1,0,1,0,1,0,3,0,0
1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1,11680,0,27,1,1,0,1,1,0,0,2,0,3
0,32340,0,23,1,1,1,0,0,0,0,1,0,0
0,12230,1,46,2,1,1,0,1,1,0,4,0,0
0,6260,0,24,1,1,0,1,0,0,0,2,0,0
1,23660,1,36,3,1,0,1,1,1,2,3,0,3
1,23660,1,36,3,1,0,1,1,1,2,3,0,3
1,13600,0,31,2,1,0,1,0,3,0,2,0,2
0,13370,0,34,3,1,0,1,0,2,0,1,0,0
1,19010,0,29,3,1,1,0,0,3,1,2,0,4
1,31860,0,20,2,1,1,0,1,3,3,3,0,3
1,19840,0,47,2,1,0,0,0,3,0,2,0,4
1,6820,0,51,2,1,0,1,1,3,1,3,0,3
0,42970,1,40,3,1,0,1,0,1,0,4,0,0
0,6970,0,46,2,1,0,1,1,0,0,1,0,0
0,31140,0,26,2,1,1,0,0,0,0,1,0,0
0,23190,1,33,2,1,1,0,0,2,0,1,0,0
1,7630,0,26,2,1,0,1,0,3,0,2,0,1
1,12400,0,38,2,1,0,1,0,3,4,4,0,2
0,12170,0,47,1,1,0,1,0,0,0,2,0,0
0,36210,0,31,2,1,0,1,0,3,1,4,0,0
1,14590,0,43,1,1,0,1,0,3,0,2,0,2
0,50960,0,30,3,1,0,1,0,1,0,2,0,0
1,60700,0,33,2,1,0,1,0,3,0,4,0,4
0,41100,0,23,2,2,1,0,0,0,0,4,0,0
1,23260,0,27,2,1,0,1,0,1,2,2,0,4
1,15250,0,34,2,2,0,1,1,3,3,3,0,3
0,12230,1,46,2,1,1,0,1,1,0,4,0,0
1,3430,0,27,2,1,0,1,0,0,0,1,0,1
0,71190,0,53,2,2,0,0,0,0,0,2,0,0
1,73080,0,70,3,1,0,0,1,1,0,0,0,4
1,13460,0,42,2,2,0,0,0,3,1,4,0,4
0,68720,1,55,2,1,0,1,0,0,0,1,0,0
1,62600,0,28,1,1,1,0,1,1,0,3,0,3
0,6090,0,26,0,1,0,1,0,2,0,1,0,0
1,23260,0,27,2,1,0,1,0,1,2,2,0,4
0,16700,0,22,2,1,0,1,0,1,0,1,0,0
1,11630,0,44,2,1,0,1,1,3,2,2,0,4
1,51170,0,26,2,1,0,1,0,3,0,3,0,4
1,27080,0,27,1,1,0,1,0,3,0,1,0,3
1,21410,0,35,2,1,0,1,0,3,1,3,0,1
1,57430,0,24,2,1,0,0,0,1,0,1,0,4
0,42490,0,28,3,1,0,1,1,1,0,0,0,0
1,14740,0,33,3,1,0,1,0,2,0,1,0,1
1,10280,0,36,2,1,0,1,1,3,0,2,0,3
1,13640,0,64,2,1,0,1,1,3,0,2,0,4
0,12460,0,23,1,1,0,1,1,1,0,1,0,0
1,38780,1,37,2,1,0,1,1,1,1,1,0,2
1,14030,0,28,2,1,1,0,1,0,0,2,0,4
1,11540,0,57,1,1,0,1,0,3,1,0,0,4
1,3430,0,27,2,1,0,1,0,0,0,1,0,1
1,23260,0,27,2,1,0,1,0,1,2,2,0,4
1,15210,1,31,1,1,0,1,0,1,0,2,0,2
0,39660,0,33,2,1,1,0,1,0,0,4,0,0
1,15430,1,33,2,1,0,1,0,3,3,2,0,2
1,26290,0,29,2,1,0,1,0,1,0,2,0,3
1,19500,0,34,2,1,0,1,0,3,0,3,0,1
1,77210,0,30,2,1,0,1,0,0,4,1,0,2
1,13300,0,26,2,1,0,1,1,2,0,1,0,1
0,68500,0,34,3,2,0,1,1,1,1,0,0,0
0,46230,0,40,3,1,0,1,0,3,1,2,0,0
0,21000,0,37,2,1,0,1,0,2,0,2,0,0
1,30170,0,34,3,1,1,0,0,1,0,1,0,1
1,7630,0,26,2,1,0,1,0,3,0,2,0,1
1,21340,0,48,2,1,0,1,1,3,0,2,0,4
1,18040,0,44,2,1,0,1,0,1,1,1,1,4
0,42490,0,28,3,1,0,1,1,1,0,0,0,0
1,12870,0,45,1,1,0,1,1,3,4,4,0,2
1,78820,0,45,2,2,0,0,0,0,0,3,0,4
1,26970,0,32,2,2,0,1,0,3,0,2,0,2
0,25800,0,41,1,2,0,1,0,3,2,1,0,0
1,30790,0,36,2,1,0,1,1,3,4,2,0,4
0,44630,0,26,3,1,0,1,0,3,0,2,0,0
0,36210,0,31,2,1,0,1,0,3,1,4,0,0
0,147820,0,60,3,1,0,0,0,1,1,4,0,0
0,12370,0,24,2,1,0,1,0,1,0,2,0,0
1,17550,0,58,1,1,0,1,0,0,0,4,0,4
1,36500,0,22,2,1,1,0,0,0,0,1,0,4
0,68500,0,34,3,2,0,1,1,1,1,0,0,0
1,73080,0,70,3,1,0,0,1,1,0,0,0,4
1,6180,0,56,2,1,0,1,0,3,0,4,0,4
1,26700,0,35,3,1,0,1,0,3,0,4,1,4
0,48440,0,33,3,1,1,0,0,3,0,0,0,0
1,20730,0,28,2,1,0,1,0,3,1,2,0,2
0,78550,0,25,2,1,0,1,1,3,0,2,0,0
0,30920,0,22,2,1,1,0,0,1,1,1,0,0
0,30510,0,54,2,1,0,1,0,0,0,2,0,0
1,34300,0,31,2,2,0,1,0,3,2,4,0,2
0,39140,1,38,2,1,0,1,0,3,4,2,0,0
0,18370,0,34,1,1,0,0,0,1,0,3,0,0
0,33450,0,39,3,1,1,0,0,0,0,4,0,0
1,78820,0,45,2,2,0,0,0,0,0,3,0,4
1,31810,0,26,2,1,0,1,0,3,0,1,0,4
1,69670,0,36,3,1,1,0,0,1,1,3,0,4
1,38680,0,41,3,1,1,0,0,3,0,4,1,2
1,11690,0,67,2,1,0,1,0,0,4,4,0,4
1,35180,0,26,2,1,1,0,1,3,0,2,0,3
0,34460,0,42,2,2,0,1,0,0,0,4,0,0
0,35520,0,27,2,1,0,1,0,0,0,3,0,0
0,63500,0,31,2,1,0,1,0,0,4,4,0,0
0,126800,0,30,3,1,0,0,1,3,4,4,0,0
1,23370,0,36,2,1,0,1,0,1,0,4,0,4
0,30600,0,28,2,1,0,1,0,1,0,3,0,0
0,38440,0,34,1,2,0,0,0,1,1,3,0,0
1,14690,0,41,1,1,1,0,1,3,1,4,0,4
1,30740,0,33,2,2,0,1,0,3,4,2,0,2
1,7070,0,30,2,1,0,1,0,3,0,2,0,2
1,27080,0,27,1,1,0,1,0,3,0,1,0,3
1,14780,0,44,2,2,0,1,0,0,0,4,0,4
1,15950,0,51,2,2,0,1,0,3,0,3,0,2
1,7830,0,26,1,2,0,1,1,3,4,2,0,2
0,63500,0,31,2,1,0,1,0,0,4,4,0,0
0,71740,0,30,3,1,0,1,0,0,4,3,0,0
0,18820,0,25,2,1,1,0,0,0,0,2,0,0
0,15460,0,24,1,1,1,0,0,0,0,3,0,0
1,10550,0,30,2,1,0,1,1,3,0,1,0,1
