income,female,age,job,num_dependents,rent,own_res,new_car,chk_acct,sav_acct,num_accts,mobile,customer_id
27120,0,41,2,2,0,1,0,0,0,4,0,E725
14090,0,54,2,1,0,1,0,0,0,4,1,Z8198
68720,1,55,2,1,0,1,0,0,0,1,0,G1709
110540,0,30,3,1,0,1,0,3,4,2,1,D6744
7010,0,32,2,1,0,1,0,3,0,2,0,F9447
19840,0,47,2,1,0,0,0,3,0,2,0,J6059
30770,0,52,2,1,0,1,0,3,0,2,0,J1694
14730,0,39,2,1,0,1,0,3,0,1,0,H7966
24060,0,23,2,1,1,0,0,0,0,3,0,B442
46570,0,30,2,1,0,1,0,3,0,2,1,Y9953
26710,0,50,2,1,0,0,0,1,1,2,0,O2365
12870,0,37,2,1,0,1,1,3,3,4,0,F6928
14180,0,35,1,1,1,0,1,3,1,2,0,W3485
30740,0,33,2,2,0,1,0,3,4,2,0,M2515
25700,0,21,2,1,1,0,1,3,0,2,0,O701
68720,1,55,2,1,0,1,0,0,0,1,0,U4516
15670,0,22,2,1,0,1,0,1,0,2,0,Q4075
34460,0,42,2,2,0,1,0,0,0,4,0,D9606
12250,0,37,2,1,0,1,0,2,0,2,0,I1283
19130,0,36,2,1,0,1,0,1,3,1,0,Y7523
7080,0,38,1,2,0,1,0,0,0,2,0,E9325
3380,0,52,2,1,0,1,0,0,2,4,0,T7025
31080,1,31,1,1,0,1,0,0,0,1,0,L2063
31140,0,26,2,1,1,0,0,0,0,1,0,D1208
38500,0,27,2,1,0,1,0,3,0,3,1,F1719
60780,0,32,2,1,0,1,1,1,0,3,0,R1947
27180,0,20,1,1,1,0,1,1,0,2,0,D8422
26290,0,29,2,1,0,1,0,1,0,2,0,K8914
15250,0,34,2,2,0,1,1,3,3,3,0,L2795
51520,0,25,2,1,0,1,0,2,0,3,0,Q1236
23020,1,31,2,1,1,0,0,0,0,2,0,G9513
72280,0,39,1,1,0,1,1,3,0,2,0,M5271
23260,0,27,2,1,0,1,0,1,2,2,0,E3100
11540,0,57,1,1,0,1,0,3,1,0,0,W9663
26710,0,50,2,1,0,0,0,1,1,2,0,E2551
80860,0,42,3,1,0,1,1,1,1,4,0,C9753
31610,0,31,2,1,1,0,0,0,0,2,0,X1234
14240,0,55,3,1,0,1,0,2,4,4,0,H7761
12010,0,26,2,1,0,1,1,1,0,1,0,T605
19430,0,23,2,1,0,1,0,3,0,1,0,K3918
20690,0,26,2,1,0,1,0,3,4,2,0,L6122
