college,income,data_overage_mb,data_leftover_mb,data_mb_used,text_message_count,house,handset_price,over_15mins_calls_per_month,average_call_duration,reported_satisfaction,reported_usage_level,considering_change_of_plan,leave,id,operating_system
one,52646.0,254,41.0,6911.0,218,1037610,703.0,9.0,5.0,low,low,yes,STAY,7532,Android
zero,116567.0,277,,6928.0,190,709266,1183.0,35.0,6.0,high,high,no,LEAVE,22909,IOS
zero,412003.0,131,25.0,2683.0,217,541199,1003.0,34.0,12.0,low,high,yes,STAY,6568,IOS
zero,175365.0,162,47.0,6088.0,106,618645,885.0,32.0,3.0,avg,high,yes,STAY,8374,IOS
zero,311404.0,230,10.0,1716.0,90,1057158,1343.0,3.0,9.0,low,low,yes,LEAVE,22922,IOS
one,131844.0,322,11.0,1867.0,105,1393058,697.0,28.0,11.0,low,high,yes,STAY,16311,Android
zero,329257.0,226,59.0,6946.0,119,908548,1063.0,19.0,16.0,low,low,,LEAVE,4757,IOS
one,137393.0,85,9.0,6321.0,57,619304,369.0,18.0,6.0,avg,low,yes,STAY,5518,Android
zero,184863.0,67,67.0,3223.0,164,1009919,589.0,26.0,11.0,low,high,yes,STAY,21594,Android
one,167921.0,191,86.0,1849.0,211,678291,807.0,19.0,16.0,low,low,yes,STAY,8926,IOS
one,258804.0,144,76.0,2948.0,87,804467,279.0,11.0,7.0,low,high,yes,LEAVE,12622,Android
one,280577.0,150,43.0,6959.0,98,834826,697.0,17.0,15.0,low,low,no,LEAVE,9303,Android
zero,336852.0,357,45.0,6107.0,163,478264,390.0,14.0,15.0,low,low,yes,LEAVE,17261,Android
zero,344358.0,87,83.0,7531.0,142,1119494,915.0,32.0,12.0,avg,low,yes,LEAVE,12626,IOS
zero,74384.0,325,21.0,5861.0,133,693317,490.0,22.0,18.0,low,low,yes,STAY,5640,Android
zero,113801.0,353,81.0,6510.0,193,822774,357.0,4.0,2.0,high,high,no,LEAVE,20018,Android
one,283078.0,188,37.0,1201.0,110,1129663,288.0,3.0,10.0,low,high,no,LEAVE,12786,Android
zero,331482.0,311,45.0,3454.0,197,1441396,1171.0,16.0,13.0,low,high,yes,STAY,18340,IOS
one,325975.0,79,53.0,6414.0,147,872998,284.0,27.0,6.0,low,low,no,STAY,11559,Android
zero,228623.0,82,22.0,4698.0,145,738999,918.0,15.0,8.0,high,high,yes,LEAVE,16719,IOS
one,193955.0,75,18.0,1522.0,167,1415340,1341.0,31.0,18.0,high,low,no,STAY,11153,IOS
one,273874.0,192,12.0,2679.0,169,1169765,662.0,28.0,4.0,avg,low,no,STAY,12046,Android
one,178383.0,250,79.0,1627.0,214,931688,1240.0,23.0,11.0,low,high,no,LEAVE,19399,IOS
zero,416131.0,54,86.0,2870.0,83,684237,219.0,27.0,8.0,low,low,yes,STAY,18451,Android
zero,418659.0,42,29.0,2112.0,80,394630,1234.0,32.0,5.0,high,high,no,LEAVE,4655,IOS
zero,111690.0,153,3.0,4546.0,91,998239,1131.0,34.0,,low,low,no,STAY,17528,IOS
zero,287596.0,249,0.0,,150,1094617,938.0,16.0,5.0,low,low,yes,LEAVE,12090,IOS
one,150379.0,110,58.0,6677.0,113,908927,521.0,0.0,8.0,low,low,yes,LEAVE,10803,Android
zero,373360.0,45,74.0,2943.0,218,937314,800.0,9.0,12.0,low,low,yes,STAY,7375,Android
one,396451.0,126,42.0,415.0,211,946112,356.0,10.0,16.0,low,high,yes,LEAVE,17862,Android
zero,140910.0,99,76.0,2365.0,116,590962,1157.0,23.0,18.0,high,high,no,STAY,15661,IOS
one,330460.0,282,30.0,7211.0,53,769067,658.0,13.0,7.0,high,high,yes,STAY,21046,Android
one,223729.0,134,11.0,3063.0,180,611012,589.0,19.0,11.0,high,low,yes,LEAVE,17025,Android
one,326527.0,198,3.0,6056.0,99,897981,1252.0,20.0,15.0,high,high,no,STAY,17645,IOS
zero,116453.0,258,57.0,6511.0,113,399255,656.0,28.0,13.0,low,low,yes,LEAVE,15887,Android
zero,381301.0,297,46.0,4644.0,122,1193041,736.0,33.0,7.0,low,low,yes,STAY,11457,Android
zero,196552.0,63,53.0,6597.0,126,615945,1246.0,35.0,18.0,high,high,no,STAY,6308,IOS
zero,226802.0,18,61.0,2416.0,99,1356328,1225.0,29.0,9.0,high,low,no,STAY,17434,IOS
one,87461.0,108,9.0,1498.0,178,1159001,643.0,17.0,18.0,high,high,,LEAVE,17858,Android
zero,322956.0,306,31.0,5525.0,78,783918,694.0,19.0,6.0,low,low,yes,LEAVE,22150,Android
one,409051.0,336,59.0,3415.0,169,942902,1284.0,32.0,15.0,high,low,yes,LEAVE,18906,IOS
zero,395431.0,339,9.0,1077.0,220,865755,1144.0,24.0,11.0,high,low,yes,LEAVE,16960,IOS
one,261615.0,154,46.0,6623.0,84,913183,998.0,26.0,18.0,low,low,yes,STAY,17308,IOS
one,100860.0,18,71.0,3236.0,153,466687,1215.0,27.0,14.0,avg,high,yes,LEAVE,11281,IOS
one,235389.0,28,17.0,7882.0,63,472345,927.0,25.0,,low,high,yes,LEAVE,8829,IOS
zero,399515.0,217,35.0,2029.0,77,866508,561.0,35.0,9.0,low,high,no,STAY,17723,Android
zero,221091.0,297,20.0,4423.0,160,953721,897.0,5.0,,avg,low,no,STAY,5761,IOS
zero,171260.0,9,41.0,1874.0,184,891144,261.0,27.0,9.0,low,high,yes,LEAVE,20679,Android
zero,207198.0,110,49.0,5323.0,100,598135,520.0,18.0,3.0,high,low,yes,STAY,6148,Android
one,418276.0,152,2.0,1076.0,151,718131,477.0,13.0,12.0,high,low,no,STAY,8442,Android
zero,200893.0,23,8.0,1663.0,186,829510,724.0,17.0,4.0,low,high,yes,LEAVE,20251,Android
one,252391.0,246,84.0,902.0,141,594994,216.0,24.0,8.0,avg,low,yes,STAY,5492,Android
zero,277671.0,200,50.0,7055.0,62,857880,812.0,9.0,9.0,low,high,yes,LEAVE,21696,IOS
one,380866.0,39,55.0,2433.0,188,1417252,514.0,22.0,14.0,low,low,yes,STAY,22844,Android
one,173969.0,228,43.0,1490.0,127,447373,936.0,6.0,7.0,low,low,yes,LEAVE,6185,IOS
one,206786.0,198,69.0,1030.0,59,593159,1046.0,26.0,12.0,high,low,,LEAVE,12816,IOS
zero,371117.0,184,70.0,1643.0,164,1309304,589.0,22.0,14.0,low,low,no,STAY,5536,Android
zero,351094.0,215,79.0,6918.0,198,1066260,1050.0,35.0,3.0,avg,high,yes,LEAVE,21194,IOS
zero,415121.0,226,89.0,6987.0,172,845610,778.0,0.0,11.0,low,high,yes,STAY,16792,Android
zero,407883.0,64,70.0,4137.0,81,873067,1156.0,4.0,14.0,high,high,yes,STAY,8375,IOS
one,101205.0,57,53.0,3582.0,90,839057,594.0,7.0,17.0,avg,low,yes,LEAVE,19784,Android
zero,59783.0,115,85.0,8000.0,182,1147114,450.0,23.0,9.0,low,high,yes,STAY,10259,Android
one,414728.0,308,46.0,2594.0,59,643603,516.0,4.0,10.0,low,low,no,LEAVE,5648,Android
zero,174861.0,218,76.0,7919.0,110,1146879,756.0,31.0,11.0,low,low,yes,STAY,20637,Android
one,199594.0,355,7.0,7674.0,156,1375007,588.0,17.0,14.0,low,high,no,STAY,15619,Android
one,178421.0,190,15.0,897.0,83,669723,1008.0,16.0,13.0,avg,low,no,STAY,9202,IOS
one,103669.0,187,20.0,974.0,175,813530,752.0,28.0,4.0,high,high,yes,LEAVE,15842,Android
zero,294295.0,72,11.0,3887.0,136,936109,734.0,19.0,17.0,high,low,yes,LEAVE,16794,Android
zero,79229.0,108,75.0,7049.0,95,1125218,727.0,21.0,9.0,low,low,no,LEAVE,12245,Android
zero,259107.0,181,0.0,4232.0,105,1010872,822.0,25.0,10.0,high,low,no,LEAVE,20318,IOS
zero,323040.0,156,62.0,2950.0,177,1090932,567.0,28.0,17.0,high,low,yes,STAY,19917,Android
one,397766.0,158,43.0,6190.0,111,890949,870.0,3.0,9.0,low,high,yes,LEAVE,19902,IOS
zero,80992.0,208,56.0,5895.0,219,525699,230.0,1.0,4.0,low,high,no,LEAVE,10488,Android
one,78080.0,310,54.0,6294.0,217,595905,486.0,3.0,12.0,low,high,no,STAY,9231,Android
zero,157704.0,280,45.0,4651.0,130,1412651,364.0,8.0,2.0,low,low,yes,STAY,12889,Android
one,136853.0,39,15.0,6843.0,71,499101,414.0,1.0,18.0,low,high,yes,LEAVE,21373,Android
one,302169.0,193,22.0,5407.0,82,566463,565.0,0.0,9.0,low,low,no,STAY,16529,Android
one,392659.0,44,33.0,703.0,59,900868,837.0,22.0,18.0,low,low,no,STAY,12101,IOS
zero,225474.0,88,24.0,5425.0,89,868774,389.0,33.0,7.0,high,high,yes,LEAVE,11685,Android
zero,385356.0,201,34.0,6791.0,179,1129883,960.0,15.0,17.0,avg,low,no,STAY,13825,IOS
zero,353630.0,147,28.0,3883.0,54,390753,1139.0,28.0,18.0,low,high,,LEAVE,15544,IOS
zero,331575.0,110,65.0,1960.0,100,801726,785.0,11.0,8.0,low,low,no,STAY,4920,Android
one,379276.0,44,19.0,5454.0,205,875517,1126.0,17.0,13.0,low,low,yes,LEAVE,12343,IOS
zero,338162.0,68,34.0,1691.0,169,802056,1143.0,9.0,3.0,high,low,no,LEAVE,22107,IOS
one,420602.0,302,23.0,1458.0,137,978824,728.0,28.0,3.0,high,low,yes,STAY,14871,Android
zero,257143.0,40,74.0,3005.0,58,752406,301.0,17.0,2.0,high,high,yes,LEAVE,13370,Android
one,293115.0,277,84.0,7570.0,175,1119583,1295.0,3.0,8.0,low,high,yes,STAY,6850,IOS
one,91382.0,144,61.0,1926.0,95,1351779,227.0,5.0,2.0,avg,high,no,STAY,11551,Android
one,243128.0,140,26.0,7147.0,205,569955,966.0,21.0,7.0,high,low,,LEAVE,19026,IOS
zero,212194.0,135,35.0,2047.0,90,1013941,315.0,32.0,16.0,low,high,yes,STAY,20538,Android
zero,341505.0,65,49.0,7372.0,216,652904,362.0,31.0,6.0,low,low,yes,LEAVE,17703,Android
zero,314349.0,315,24.0,5619.0,107,827663,623.0,13.0,15.0,avg,low,yes,STAY,22648,Android
zero,366196.0,137,70.0,4164.0,88,1076841,653.0,11.0,13.0,low,high,no,STAY,21121,Android
one,188486.0,297,46.0,6577.0,88,1175390,1124.0,35.0,10.0,low,low,yes,STAY,16515,IOS
zero,143626.0,37,52.0,2423.0,75,1184182,400.0,10.0,12.0,high,high,no,LEAVE,19027,Android
one,137533.0,69,73.0,2226.0,168,627824,960.0,25.0,3.0,high,low,yes,LEAVE,19865,IOS
zero,123504.0,280,67.0,748.0,92,408354,802.0,26.0,14.0,low,low,yes,LEAVE,21507,IOS
one,154818.0,178,17.0,3436.0,174,1053019,1261.0,5.0,3.0,low,low,yes,LEAVE,16736,IOS
one,164019.0,123,83.0,7629.0,75,1329166,1263.0,16.0,15.0,avg,low,yes,STAY,19978,IOS
one,405428.0,294,48.0,4425.0,109,439814,877.0,4.0,14.0,high,high,,LEAVE,6992,IOS
zero,61176.0,114,19.0,4341.0,134,757919,567.0,16.0,12.0,low,high,yes,LEAVE,7647,Android
zero,361800.0,291,48.0,3411.0,185,968347,635.0,21.0,16.0,low,high,yes,STAY,6278,Android
zero,378571.0,334,84.0,2155.0,164,1095738,1300.0,20.0,9.0,low,low,yes,STAY,15741,IOS
zero,158642.0,337,62.0,6209.0,69,1049376,372.0,28.0,15.0,high,high,yes,LEAVE,20128,Android
one,181210.0,245,78.0,6379.0,158,696354,323.0,33.0,7.0,high,low,no,STAY,14904,Android
zero,263997.0,348,85.0,3672.0,167,735673,1262.0,16.0,12.0,low,low,yes,STAY,18349,IOS
one,78968.0,110,34.0,1827.0,170,458484,1305.0,10.0,9.0,high,high,yes,LEAVE,7748,IOS
zero,160412.0,3,76.0,5770.0,210,1419600,912.0,34.0,14.0,high,low,yes,STAY,7654,IOS
one,192046.0,69,74.0,6210.0,72,933420,896.0,6.0,6.0,low,high,no,LEAVE,12031,IOS
one,389117.0,209,81.0,7001.0,138,1018747,333.0,9.0,6.0,high,low,no,STAY,22202,Android
one,304857.0,54,84.0,1866.0,134,972147,841.0,22.0,16.0,low,low,yes,LEAVE,19009,IOS
zero,316551.0,94,16.0,3278.0,86,1044813,453.0,24.0,8.0,avg,low,no,LEAVE,11562,Android
zero,89699.0,298,89.0,3459.0,76,551583,844.0,11.0,12.0,low,low,yes,STAY,21274,IOS
zero,299230.0,0,69.0,762.0,57,987817,765.0,15.0,11.0,low,high,no,LEAVE,13312,Android
zero,89990.0,273,,2507.0,124,910434,1262.0,19.0,14.0,low,high,no,STAY,16240,IOS
one,80874.0,219,2.0,7383.0,78,1183392,232.0,30.0,14.0,avg,high,no,STAY,7192,Android
zero,92970.0,137,1.0,1751.0,164,1006479,1104.0,4.0,9.0,low,low,yes,LEAVE,20385,IOS
one,337912.0,275,87.0,4563.0,141,636596,1149.0,19.0,8.0,low,high,no,STAY,10709,IOS
zero,215451.0,28,56.0,5815.0,169,384440,814.0,6.0,8.0,low,low,no,LEAVE,17191,IOS
one,125864.0,145,6.0,2575.0,53,1395574,414.0,26.0,12.0,low,low,yes,STAY,15759,Android
one,322236.0,107,83.0,518.0,195,1178425,945.0,24.0,6.0,low,high,yes,STAY,20160,IOS
one,115755.0,99,88.0,2134.0,204,1051909,614.0,32.0,12.0,avg,low,yes,STAY,22418,Android
zero,320231.0,296,68.0,5957.0,210,826394,547.0,14.0,5.0,low,high,yes,LEAVE,17002,Android
zero,55468.0,249,79.0,2394.0,83,1092815,775.0,14.0,9.0,high,low,no,LEAVE,8755,Android
zero,275199.0,27,43.0,2434.0,210,565524,1040.0,8.0,11.0,low,low,yes,LEAVE,20922,IOS
zero,52765.0,357,56.0,3587.0,209,432666,293.0,14.0,16.0,low,low,yes,LEAVE,10255,Android
one,366210.0,340,46.0,5417.0,187,1044130,443.0,2.0,5.0,low,low,no,STAY,13277,Android
zero,258339.0,353,41.0,6324.0,65,1034842,1237.0,11.0,7.0,high,high,yes,LEAVE,19827,IOS
one,231177.0,159,85.0,1662.0,219,562408,937.0,2.0,13.0,high,high,yes,LEAVE,7927,IOS
zero,356769.0,345,83.0,1370.0,65,554616,1341.0,17.0,17.0,avg,high,no,STAY,15218,IOS
one,63004.0,321,36.0,5946.0,206,815556,664.0,23.0,9.0,low,low,no,STAY,7805,Android
one,241499.0,227,73.0,616.0,213,435297,301.0,5.0,3.0,low,high,,LEAVE,4979,Android
one,191295.0,146,0.0,5737.0,177,961757,921.0,0.0,5.0,high,low,yes,STAY,22302,IOS
zero,53993.0,279,45.0,1195.0,132,976741,759.0,5.0,16.0,low,low,yes,STAY,16551,Android
zero,401261.0,197,35.0,6700.0,111,499754,854.0,28.0,7.0,low,high,yes,LEAVE,9131,IOS
zero,178632.0,341,12.0,3371.0,116,1385546,1340.0,21.0,16.0,low,low,yes,STAY,9517,IOS
zero,82109.0,239,42.0,4517.0,113,872860,654.0,18.0,8.0,low,high,yes,LEAVE,16352,Android
one,57957.0,333,43.0,5485.0,193,1293374,1282.0,23.0,3.0,low,low,yes,STAY,12097,IOS
zero,313641.0,301,82.0,2802.0,52,960969,607.0,7.0,3.0,high,low,no,LEAVE,17069,Android
one,234334.0,272,69.0,4977.0,207,446266,781.0,30.0,4.0,high,low,no,LEAVE,21839,Android
zero,259240.0,86,56.0,6503.0,74,1216177,772.0,0.0,11.0,high,low,yes,STAY,11543,Android
one,220912.0,332,30.0,2217.0,79,841914,796.0,23.0,3.0,high,high,yes,LEAVE,6452,Android
one,188007.0,123,9.0,7167.0,85,1354037,714.0,13.0,5.0,low,high,no,STAY,9433,Android
one,379618.0,223,7.0,2242.0,81,1094591,979.0,8.0,12.0,low,high,yes,STAY,18619,IOS
zero,263208.0,244,88.0,959.0,102,939923,404.0,5.0,9.0,high,low,yes,LEAVE,20909,Android
zero,199345.0,36,49.0,2617.0,137,1136069,1224.0,0.0,17.0,high,high,yes,STAY,11171,IOS
zero,386308.0,215,1.0,4632.0,123,1098052,1006.0,6.0,12.0,high,low,yes,LEAVE,11906,IOS
zero,194395.0,313,60.0,581.0,128,962209,717.0,22.0,3.0,low,low,yes,STAY,13384,Android
one,134052.0,0,62.0,743.0,204,890216,352.0,33.0,12.0,high,high,,STAY,13152,Android
zero,305626.0,261,37.0,1343.0,101,905546,1085.0,17.0,18.0,high,low,no,STAY,14964,IOS
one,411790.0,333,62.0,1301.0,156,889205,638.0,16.0,15.0,low,high,yes,LEAVE,6257,Android
zero,408136.0,44,57.0,4775.0,68,1197066,1051.0,29.0,15.0,avg,low,yes,LEAVE,11126,IOS
one,209091.0,184,81.0,5542.0,73,1015390,548.0,12.0,14.0,low,low,yes,LEAVE,4652,Android
one,119337.0,178,66.0,663.0,101,699945,445.0,15.0,4.0,low,low,yes,LEAVE,22361,Android
one,302644.0,273,71.0,5489.0,143,1231487,857.0,15.0,8.0,avg,low,yes,STAY,14204,IOS
zero,107389.0,185,48.0,5436.0,190,1133906,992.0,28.0,8.0,low,high,no,LEAVE,9045,IOS
zero,264091.0,93,45.0,977.0,167,388727,1271.0,34.0,12.0,high,high,yes,LEAVE,9221,IOS
zero,107354.0,225,44.0,6088.0,214,1234200,455.0,29.0,16.0,high,high,no,STAY,13857,Android
zero,247116.0,267,64.0,4239.0,198,942765,385.0,14.0,15.0,low,low,no,STAY,13952,Android
one,100548.0,223,77.0,4168.0,170,1002456,1003.0,12.0,16.0,avg,high,yes,LEAVE,20831,IOS
zero,358569.0,7,47.0,7175.0,177,1107290,1088.0,8.0,3.0,low,low,yes,STAY,10200,IOS
one,246712.0,67,75.0,4155.0,141,879005,800.0,19.0,5.0,low,low,no,STAY,17368,Android
zero,118998.0,148,33.0,6753.0,169,493552,970.0,34.0,11.0,low,high,no,LEAVE,20223,IOS
one,125057.0,117,69.0,1778.0,91,818747,1273.0,18.0,12.0,high,low,yes,STAY,16969,IOS
one,388610.0,159,88.0,6405.0,86,839918,1271.0,2.0,6.0,low,high,yes,LEAVE,11404,IOS
one,243309.0,161,73.0,2011.0,194,1029911,652.0,14.0,4.0,avg,low,no,STAY,12348,Android
zero,93702.0,323,78.0,4848.0,158,495295,1215.0,32.0,9.0,low,low,no,LEAVE,17802,IOS
zero,386106.0,195,77.0,4145.0,220,1164800,538.0,32.0,18.0,high,low,yes,LEAVE,5035,Android
zero,352034.0,241,21.0,6289.0,194,1317878,1130.0,21.0,15.0,avg,low,yes,STAY,19992,IOS
zero,96514.0,280,12.0,7954.0,202,438294,276.0,3.0,18.0,low,high,no,LEAVE,22718,Android
one,213394.0,211,13.0,1346.0,62,1280869,555.0,33.0,13.0,low,high,no,STAY,6219,Android
zero,417432.0,72,40.0,7855.0,68,1321846,497.0,8.0,11.0,low,high,yes,STAY,18194,Android
one,395382.0,33,86.0,4364.0,178,680381,1027.0,32.0,6.0,low,low,no,LEAVE,8297,IOS
zero,195672.0,270,89.0,7280.0,198,893352,1294.0,10.0,10.0,avg,high,,STAY,5755,IOS
one,387304.0,354,60.0,6107.0,68,1050906,466.0,17.0,14.0,high,low,no,LEAVE,5811,Android
one,227144.0,221,22.0,4006.0,180,720877,1268.0,24.0,2.0,high,low,yes,STAY,9584,IOS
one,222075.0,112,4.0,2947.0,121,1044978,899.0,14.0,4.0,low,high,no,STAY,5221,IOS
zero,227111.0,276,83.0,3644.0,76,1249476,528.0,28.0,13.0,high,low,yes,STAY,9953,Android
zero,59806.0,66,1.0,6215.0,170,418777,1153.0,13.0,12.0,high,high,yes,LEAVE,8030,IOS
zero,374259.0,338,50.0,7184.0,219,470871,215.0,30.0,6.0,low,low,yes,LEAVE,18245,Android
zero,352965.0,169,74.0,6387.0,140,1118678,220.0,35.0,16.0,low,low,no,LEAVE,6398,Android
one,103211.0,304,70.0,6744.0,171,623044,398.0,3.0,7.0,low,low,,LEAVE,9335,Android
zero,413154.0,157,49.0,6023.0,150,1028590,1110.0,16.0,10.0,low,low,yes,STAY,22598,IOS
one,288177.0,173,66.0,3925.0,202,614858,997.0,11.0,2.0,low,high,yes,LEAVE,15191,IOS
zero,173492.0,310,4.0,902.0,145,900568,491.0,16.0,8.0,low,high,yes,LEAVE,19823,Android
one,210253.0,127,62.0,4948.0,64,690726,239.0,10.0,9.0,low,high,no,STAY,22910,Android
one,264125.0,352,72.0,659.0,54,1073544,280.0,24.0,12.0,high,low,yes,STAY,19726,Android
one,353284.0,256,43.0,960.0,139,967485,706.0,0.0,3.0,avg,high,no,LEAVE,9408,Android
zero,251936.0,14,47.0,625.0,183,1258891,223.0,24.0,7.0,low,low,yes,STAY,7041,Android
zero,364236.0,136,68.0,1740.0,210,1257004,1096.0,10.0,18.0,low,low,yes,STAY,17640,IOS
zero,131920.0,25,28.0,7554.0,211,1012156,1183.0,9.0,5.0,low,high,yes,LEAVE,22231,IOS
zero,241516.0,91,22.0,1643.0,155,1156239,1057.0,16.0,6.0,high,low,yes,STAY,5243,IOS
one,148869.0,12,47.0,2387.0,72,918511,1146.0,16.0,16.0,high,high,,LEAVE,10817,IOS
zero,54211.0,32,75.0,4479.0,176,764034,752.0,30.0,12.0,high,low,yes,STAY,10113,Android
one,307005.0,65,11.0,814.0,141,418320,1287.0,13.0,7.0,low,low,yes,LEAVE,5845,IOS
zero,182286.0,171,11.0,668.0,190,648698,1127.0,20.0,5.0,avg,low,yes,LEAVE,17381,IOS
one,78970.0,336,33.0,3397.0,84,610467,1228.0,35.0,17.0,high,low,yes,STAY,15276,IOS
one,206709.0,110,84.0,3658.0,130,669154,372.0,9.0,15.0,low,high,no,LEAVE,21325,Android
one,136128.0,221,12.0,7362.0,118,777941,891.0,3.0,3.0,low,high,yes,STAY,20684,IOS
zero,157721.0,338,80.0,3052.0,163,1246532,1058.0,2.0,17.0,avg,high,yes,STAY,11916,IOS
zero,313353.0,325,17.0,5945.0,194,371035,1030.0,15.0,6.0,low,low,yes,LEAVE,12010,IOS
zero,275993.0,159,58.0,2036.0,116,867053,1136.0,2.0,9.0,low,high,no,STAY,20270,IOS
zero,107326.0,228,63.0,3215.0,91,674712,1048.0,20.0,9.0,high,low,no,LEAVE,6911,IOS
one,126763.0,105,27.0,1881.0,202,663876,975.0,23.0,16.0,high,low,yes,STAY,16602,IOS
zero,243527.0,50,8.0,6349.0,100,1189201,809.0,26.0,8.0,low,high,no,STAY,16784,IOS
one,153154.0,155,33.0,1366.0,74,941231,1099.0,32.0,7.0,low,low,yes,STAY,12533,IOS
zero,316689.0,13,0.0,1023.0,196,555560,775.0,29.0,14.0,avg,high,no,LEAVE,14555,Android
one,383989.0,107,70.0,4671.0,128,532861,1082.0,35.0,16.0,high,low,no,LEAVE,20153,IOS
one,425677.0,14,27.0,2725.0,194,614120,678.0,28.0,14.0,low,low,no,LEAVE,11222,Android
one,292451.0,293,29.0,5073.0,92,342191,1077.0,35.0,14.0,low,low,yes,LEAVE,19215,IOS
zero,302224.0,322,14.0,4420.0,216,1439618,456.0,17.0,11.0,low,low,no,STAY,5539,Android
zero,54989.0,277,49.0,3694.0,185,588206,1209.0,16.0,17.0,high,high,no,LEAVE,4980,IOS
zero,325980.0,135,52.0,,190,430636,319.0,6.0,9.0,high,high,yes,LEAVE,12688,Android
zero,364323.0,6,81.0,1841.0,207,1387761,768.0,24.0,17.0,low,high,yes,STAY,17808,Android
one,321650.0,59,15.0,821.0,79,1424694,443.0,29.0,13.0,high,low,yes,STAY,16787,Android
zero,303797.0,300,76.0,2292.0,97,374973,787.0,13.0,7.0,high,high,yes,LEAVE,13926,Android
one,419697.0,198,42.0,1360.0,80,646886,975.0,7.0,13.0,low,low,no,STAY,13886,IOS
zero,243142.0,104,67.0,429.0,100,1403451,742.0,12.0,7.0,high,low,yes,STAY,21843,Android
one,355588.0,262,82.0,2113.0,127,634478,1045.0,6.0,,low,high,yes,LEAVE,6102,IOS
one,236292.0,307,19.0,3051.0,151,544137,502.0,26.0,5.0,avg,low,no,STAY,14104,Android
one,165816.0,80,4.0,5747.0,219,749171,239.0,10.0,5.0,low,high,yes,LEAVE,17380,Android
zero,412315.0,273,4.0,7030.0,198,1019981,240.0,27.0,2.0,low,low,yes,STAY,14567,Android
zero,236388.0,120,11.0,5178.0,94,1118077,539.0,35.0,16.0,low,low,no,LEAVE,6251,Android
zero,252074.0,30,34.0,4632.0,136,323221,1025.0,5.0,5.0,avg,low,no,LEAVE,13192,IOS
zero,290910.0,27,70.0,534.0,143,1216812,408.0,20.0,9.0,low,low,,STAY,10532,Android
one,373473.0,340,9.0,985.0,97,962404,1199.0,1.0,13.0,low,high,yes,LEAVE,13478,IOS
zero,376004.0,133,10.0,1249.0,186,800206,1034.0,18.0,2.0,low,high,yes,STAY,17294,IOS
one,416682.0,346,48.0,6896.0,85,909160,838.0,0.0,4.0,low,high,yes,STAY,9449,IOS
zero,286254.0,17,89.0,5888.0,174,668149,383.0,26.0,3.0,low,low,yes,LEAVE,11387,Android
one,300111.0,309,61.0,5615.0,58,1184166,511.0,34.0,3.0,avg,high,yes,STAY,20511,Android
one,319810.0,289,15.0,1831.0,203,731837,697.0,1.0,2.0,low,low,yes,LEAVE,18194,Android
one,368907.0,344,31.0,6283.0,161,1253476,603.0,26.0,13.0,high,low,no,STAY,12819,Android
zero,291374.0,184,13.0,5277.0,202,973580,386.0,20.0,14.0,low,high,no,STAY,12733,Android
zero,212319.0,89,73.0,5312.0,161,1438714,802.0,28.0,8.0,low,low,yes,STAY,13146,IOS
zero,396003.0,150,75.0,5873.0,131,883761,1152.0,30.0,10.0,low,high,yes,LEAVE,22136,IOS
zero,314010.0,24,47.0,4767.0,168,918713,922.0,21.0,3.0,high,low,no,LEAVE,14450,IOS
one,386131.0,177,76.0,7534.0,139,905118,1347.0,13.0,6.0,high,low,yes,LEAVE,22733,IOS
zero,177136.0,247,76.0,5007.0,87,488248,1095.0,32.0,11.0,avg,low,yes,LEAVE,19986,IOS
one,145181.0,253,59.0,6028.0,77,1237468,988.0,28.0,7.0,low,low,yes,STAY,7127,IOS
zero,374829.0,156,33.0,5451.0,81,550965,401.0,10.0,2.0,low,high,yes,LEAVE,16265,Android
one,421059.0,39,64.0,929.0,140,709436,1107.0,20.0,10.0,high,high,yes,LEAVE,18850,IOS
one,60929.0,32,10.0,4451.0,173,550349,1239.0,5.0,11.0,low,high,,STAY,19257,IOS
one,366981.0,98,69.0,3185.0,132,885196,1152.0,15.0,13.0,low,low,no,STAY,20369,IOS
zero,323862.0,133,72.0,6473.0,58,644664,856.0,35.0,7.0,low,high,yes,LEAVE,10428,IOS
zero,175203.0,317,45.0,7293.0,219,1076690,572.0,4.0,5.0,low,low,yes,STAY,7286,Android
zero,247937.0,72,55.0,2634.0,122,1243604,635.0,14.0,4.0,low,low,yes,STAY,22987,Android
zero,129704.0,17,4.0,3961.0,170,473023,1111.0,32.0,3.0,high,high,yes,LEAVE,14779,IOS
one,415334.0,314,50.0,5407.0,90,1073402,1084.0,5.0,17.0,high,low,yes,STAY,18712,IOS
zero,252318.0,175,71.0,7485.0,129,595622,1344.0,14.0,12.0,high,high,no,LEAVE,11845,IOS
one,144446.0,160,60.0,1576.0,182,1350902,347.0,26.0,15.0,high,low,yes,STAY,14398,Android
zero,222361.0,41,19.0,7743.0,100,1140902,727.0,23.0,12.0,low,low,no,LEAVE,22467,Android
one,431286.0,28,51.0,2022.0,212,631008,343.0,13.0,11.0,low,low,no,LEAVE,20370,Android
one,57164.0,177,70.0,2792.0,157,1157502,569.0,0.0,9.0,high,low,yes,STAY,12359,Android
one,191779.0,12,56.0,1459.0,126,680802,959.0,5.0,3.0,high,high,yes,LEAVE,15163,IOS
zero,133939.0,346,81.0,4156.0,197,1253465,1200.0,26.0,9.0,high,high,no,STAY,21123,IOS
zero,256897.0,37,85.0,3438.0,142,793579,1215.0,1.0,7.0,low,high,no,STAY,21908,IOS
