"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Ohio","Allen",2024,274,200,74,0,0,0,0,97,61,43,0,0,171,103,0
"Ohio","Ashtabula",2024,214,177,35,2,0,0,0,108,61,41,0,0,214,0,0
"Ohio","Athens",2024,272,247,25,0,0,0,0,64,49,28,0,0,0,272,0
"Ohio","Belmont",2024,274,214,60,0,0,0,0,77,56,29,0,87,0,168,19
"Ohio","Butler",2024,274,113,158,3,0,0,0,122,71,53,0,0,93,180,1
"Ohio","Clark",2024,274,173,98,3,0,0,0,133,64,46,0,0,131,143,0
"Ohio","Clermont",2024,273,225,45,3,0,0,0,119,58,41,0,0,203,70,0
"Ohio","Clinton",2024,211,153,54,4,0,0,0,112,67,44,0,0,211,0,0
"Ohio","Columbiana",2024,48,48,0,0,0,0,0,34,19,12,0,0,0,0,48
"Ohio","Cuyahoga",2024,275,91,178,6,0,0,0,122,84,55,1,1,92,173,8
"Ohio","Delaware",2024,242,200,41,1,0,0,0,105,61,42,0,0,242,0,0
"Ohio","Franklin",2024,306,120,182,4,0,0,0,118,74,54,1,1,99,183,22
"Ohio","Geauga",2024,211,170,40,1,0,0,0,101,64,42,0,0,211,0,0
"Ohio","Greene",2024,203,170,32,1,0,0,0,119,61,43,0,0,203,0,0
"Ohio","Hamilton",2024,275,118,146,11,0,0,0,140,74,52,1,5,115,154,0
"Ohio","Jefferson",2024,274,166,108,0,0,0,0,93,66,46,0,0,144,130,0
"Ohio","Knox",2024,245,208,36,1,0,0,0,101,54,41,0,0,245,0,0
"Ohio","Lake",2024,273,199,70,4,0,0,0,136,71,41,0,0,185,88,0
"Ohio","Lawrence",2024,274,195,79,0,0,0,0,84,58,44,0,0,150,123,1
"Ohio","Licking",2024,245,205,40,0,0,0,0,100,58,42,0,0,245,0,0
"Ohio","Lorain",2024,214,185,29,0,0,0,0,74,54,40,0,0,214,0,0
"Ohio","Lucas",2024,274,114,156,4,0,0,0,119,77,53,0,0,124,150,0
"Ohio","Madison",2024,245,203,42,0,0,0,0,100,61,44,0,0,245,0,0
"Ohio","Mahoning",2024,274,174,100,0,0,0,0,93,64,45,0,0,137,137,0
"Ohio","Medina",2024,274,169,105,0,0,0,0,100,67,46,0,0,149,125,0
"Ohio","Miami",2024,214,170,43,1,0,0,0,101,61,44,0,0,214,0,0
"Ohio","Montgomery",2024,274,160,110,4,0,0,0,147,68,48,0,0,149,124,1
"Ohio","Noble",2024,235,189,46,0,0,0,0,90,67,42,0,0,226,9,0
"Ohio","Portage",2024,214,161,51,2,0,0,0,108,71,44,0,0,214,0,0
"Ohio","Preble",2024,275,179,96,0,0,0,0,100,61,45,1,0,147,127,0
"Ohio","Scioto",2024,274,182,92,0,0,0,0,80,61,41,0,0,0,268,6
"Ohio","Stark",2024,275,144,131,0,0,0,0,93,67,49,0,0,111,164,0
"Ohio","Summit",2024,249,160,88,1,0,0,0,105,77,46,0,0,154,95,0
"Ohio","Trumbull",2024,274,166,108,0,0,0,0,97,67,46,0,0,131,143,0
"Ohio","Warren",2024,273,191,76,6,0,0,0,147,67,44,0,0,187,86,0
"Ohio","Washington",2024,213,185,28,0,0,0,0,90,54,41,0,0,213,0,0
"Ohio","Wood",2024,214,172,41,1,0,0,0,101,61,42,0,0,214,0,0
"Oklahoma","Adair",2024,182,98,80,4,0,0,0,138,64,47,0,0,63,119,0
"Oklahoma","Canadian",2024,213,162,45,6,0,0,0,119,74,44,0,0,213,0,0
"Oklahoma","Carter",2024,274,152,112,10,0,0,0,140,74,49,0,0,141,133,0
"Oklahoma","Cleveland",2024,274,125,142,7,0,0,0,126,76,52,0,0,143,131,0
"Oklahoma","Comanche",2024,270,175,90,5,0,0,0,133,77,44,0,0,147,123,0
"Oklahoma","Creek",2024,205,151,50,3,1,0,0,179,71,44,0,0,205,0,0
"Oklahoma","Dewey",2024,274,150,119,5,0,0,0,112,74,49,0,0,148,126,0
"Oklahoma","Grant",2024,20,19,1,0,0,0,0,77,38,18,0,0,0,20,0
"Oklahoma","Jefferson",2024,236,190,44,2,0,0,0,108,61,43,0,0,236,0,0
"Oklahoma","Johnston",2024,199,150,48,1,0,0,0,105,71,44,0,0,199,0,0
"Oklahoma","Kay",2024,264,156,103,4,1,0,0,193,62,44,0,0,0,264,0
"Oklahoma","Mayes",2024,127,116,11,0,0,0,0,80,50,41,0,0,127,0,0
"Oklahoma","McClain",2024,202,122,71,9,0,0,0,129,80,47,0,0,202,0,0
"Oklahoma","Oklahoma",2024,275,122,145,8,0,0,0,136,74,52,1,3,134,136,1
"Oklahoma","Osage",2024,229,176,50,3,0,0,0,112,71,44,0,0,229,0,0
"Oklahoma","Ottawa",2024,213,104,108,0,0,1,0,288,69,51,0,0,45,164,4
"Oklahoma","Pittsburg",2024,272,150,120,2,0,0,0,102,66,48,0,0,96,176,0
"Oklahoma","Pontotoc",2024,290,208,81,1,0,0,0,101,63,43,0,0,184,105,1
"Oklahoma","Sequoyah",2024,211,133,78,0,0,0,0,97,59,45,0,0,43,168,0
"Oklahoma","Tulsa",2024,275,121,146,8,0,0,0,140,77,52,1,0,143,130,1
"Oklahoma","Washington",2024,243,132,105,5,1,0,0,156,72,49,0,0,145,98,0
"Oregon","Baker",2024,182,174,8,0,0,0,0,67,38,20,0,0,0,182,0
"Oregon","Clackamas",2024,182,176,6,0,0,0,0,77,43,21,0,0,62,120,0
"Oregon","Columbia",2024,182,182,0,0,0,0,0,47,36,24,0,0,62,120,0
"Oregon","Crook",2024,274,228,40,4,2,0,0,169,59,20,0,0,0,274,0
"Oregon","Deschutes",2024,267,201,53,7,6,0,0,176,75,36,0,0,51,216,0
"Oregon","Grant",2024,182,120,62,0,0,0,0,88,63,33,0,0,0,182,0
"Oregon","Harney",2024,274,165,83,6,16,4,0,271,97,39,0,0,0,274,0
"Oregon","Jackson",2024,274,215,57,1,1,0,0,152,60,39,0,0,58,216,0
"Oregon","Jefferson",2024,182,166,16,0,0,0,0,62,48,21,0,0,0,182,0
"Oregon","Josephine",2024,274,235,39,0,0,0,0,97,53,27,0,0,0,274,0
"Oregon","Klamath",2024,274,217,48,7,2,0,0,164,62,31,0,0,0,274,0
"Oregon","Lake",2024,274,225,45,3,1,0,0,151,58,27,0,0,0,274,0
"Oregon","Lane",2024,274,179,81,8,5,1,0,216,74,41,0,0,81,193,0
"Oregon","Linn",2024,182,170,12,0,0,0,0,64,44,24,0,0,0,182,0
"Oregon","Marion",2024,274,245,29,0,0,0,0,79,51,28,0,0,60,214,0
"Oregon","Multnomah",2024,274,252,22,0,0,0,0,83,47,31,0,1,141,132,0
"Oregon","Umatilla",2024,182,157,25,0,0,0,0,86,54,33,0,0,62,120,0
"Oregon","Union",2024,182,179,3,0,0,0,0,63,36,18,0,0,0,181,1
"Oregon","Wallowa",2024,171,168,3,0,0,0,0,53,30,16,0,0,0,171,0
"Oregon","Wasco",2024,180,165,15,0,0,0,0,75,44,19,0,0,0,180,0
"Oregon","Washington",2024,274,259,15,0,0,0,0,87,44,30,0,2,121,151,0
"Pennsylvania","Adams",2024,245,144,98,3,0,0,0,131,69,46,3,0,171,71,0
"Pennsylvania","Allegheny",2024,183,93,89,1,0,0,0,103,74,50,1,0,82,100,0
"Pennsylvania","Armstrong",2024,182,138,44,0,0,0,0,100,58,41,0,0,119,63,0
"Pennsylvania","Beaver",2024,182,107,75,0,0,0,0,100,68,46,0,0,100,82,0
"Pennsylvania","Berks",2024,182,126,54,2,0,0,0,105,62,43,0,0,119,63,0
"Pennsylvania","Blair",2024,182,159,23,0,0,0,0,74,54,36,0,0,113,69,0
"Pennsylvania","Bradford",2024,179,139,40,0,0,0,0,74,55,39,0,0,110,69,0
"Pennsylvania","Bucks",2024,174,143,27,4,0,0,0,150,61,38,0,0,174,0,0
"Pennsylvania","Cambria",2024,244,205,39,0,0,0,0,87,55,35,64,0,104,76,0
"Pennsylvania","Centre",2024,238,192,46,0,0,0,0,93,61,42,0,1,207,30,0
"Pennsylvania","Chester",2024,180,134,44,2,0,0,0,119,61,41,0,0,112,68,0
"Pennsylvania","Cumberland",2024,174,130,44,0,0,0,0,93,58,34,0,0,0,174,0
"Pennsylvania","Dauphin",2024,182,112,68,2,0,0,0,105,71,46,0,0,92,90,0
"Pennsylvania","Delaware",2024,182,128,53,1,0,0,0,108,62,43,0,4,80,98,0
"Pennsylvania","Elk",2024,237,224,13,0,0,0,0,67,48,36,0,0,237,0,0
"Pennsylvania","Erie",2024,245,210,35,0,0,0,0,93,54,36,63,1,125,56,0
"Pennsylvania","Fayette",2024,182,142,40,0,0,0,0,93,57,43,0,0,127,55,0
"Pennsylvania","Franklin",2024,175,171,4,0,0,0,0,61,44,34,0,0,175,0,0
"Pennsylvania","Greene",2024,172,140,32,0,0,0,0,87,56,41,0,0,116,56,0
"Pennsylvania","Indiana",2024,178,153,25,0,0,0,0,87,56,38,0,0,113,65,0
"Pennsylvania","Lackawanna",2024,232,215,17,0,0,0,0,97,47,32,50,26,156,0,0
"Pennsylvania","Lancaster",2024,182,93,86,3,0,0,0,125,72,50,0,0,83,99,0
"Pennsylvania","Lawrence",2024,31,31,0,0,0,0,0,31,29,24,0,0,31,0,0
"Pennsylvania","Lebanon",2024,182,120,60,2,0,0,0,108,65,43,0,0,94,88,0
"Pennsylvania","Lehigh",2024,181,140,41,0,0,0,0,90,58,38,0,0,108,73,0
"Pennsylvania","Lycoming",2024,182,136,46,0,0,0,0,93,61,41,0,0,132,50,0
"Pennsylvania","Mercer",2024,243,189,54,0,0,0,0,97,58,41,0,0,190,53,0
"Pennsylvania","Monroe",2024,177,155,21,1,0,0,0,119,54,37,0,0,177,0,0
"Pennsylvania","Montgomery",2024,182,131,51,0,0,0,0,97,61,40,0,0,128,54,0
"Pennsylvania","Northampton",2024,182,143,39,0,0,0,0,87,58,39,0,1,109,72,0
"Pennsylvania","Philadelphia",2024,183,70,109,4,0,0,0,136,77,54,1,2,54,126,0
"Pennsylvania","Somerset",2024,237,210,27,0,0,0,0,90,51,40,0,0,237,0,0
"Pennsylvania","Susquehanna",2024,182,167,15,0,0,0,0,60,48,26,0,0,0,182,0
"Pennsylvania","Tioga",2024,182,159,23,0,0,0,0,84,53,38,0,0,137,45,0
"Pennsylvania","Washington",2024,182,113,69,0,0,0,0,93,67,46,0,0,106,76,0
"Pennsylvania","Westmoreland",2024,181,141,40,0,0,0,0,88,58,39,0,0,98,83,0
"Pennsylvania","Wyoming",2024,176,162,14,0,0,0,0,64,48,26,0,0,0,176,0
"Pennsylvania","York",2024,182,118,63,1,0,0,0,101,67,44,0,3,108,71,0
"Puerto Rico","Bayamon",2024,181,156,24,1,0,0,0,124,54,27,17,0,34,130,0
"Puerto Rico","Caguas",2024,268,261,7,0,0,0,0,75,25,3,214,0,0,54,0
"Puerto Rico","Catano",2024,171,50,80,30,11,0,0,162,132,77,0,0,0,135,36
"Puerto Rico","Fajardo",2024,56,46,10,0,0,0,0,84,56,31,0,0,0,52,4
"Puerto Rico","Guayama",2024,27,26,1,0,0,0,0,53,29,14,0,0,0,0,27
"Puerto Rico","Guaynabo",2024,57,43,14,0,0,0,0,80,56,32,0,0,0,53,4
"Puerto Rico","Mayagnez",2024,176,176,0,0,0,0,0,39,29,15,0,0,108,68,0
"Puerto Rico","Ponce",2024,175,165,10,0,0,0,0,82,37,3,120,0,0,49,6
"Rhode Island","Kent",2024,239,214,25,0,0,0,0,97,51,35,0,0,148,91,0
"Rhode Island","Providence",2024,250,202,48,0,0,0,0,72,55,38,1,8,70,166,5
"Rhode Island","Washington",2024,243,205,35,3,0,0,0,147,57,39,0,0,167,76,0
"South Carolina","Aiken",2024,231,206,25,0,0,0,0,84,51,39,0,0,231,0,0
"South Carolina","Anderson",2024,221,181,39,1,0,0,0,115,61,44,0,0,221,0,0
"South Carolina","Berkeley",2024,242,220,22,0,0,0,0,90,49,38,0,0,242,0,0
"South Carolina","Charleston",2024,274,195,79,0,0,0,0,77,58,44,0,0,117,157,0
"South Carolina","Chesterfield",2024,273,173,98,2,0,0,0,143,61,45,0,0,128,145,0
"South Carolina","Darlington",2024,225,189,36,0,0,0,0,100,58,41,0,0,225,0,0
"South Carolina","Edgefield",2024,274,171,103,0,0,0,0,98,61,45,0,0,117,157,0
"South Carolina","Florence",2024,270,173,97,0,0,0,0,99,59,44,0,0,0,270,0
"South Carolina","Greenville",2024,271,161,110,0,0,0,0,99,64,47,0,1,130,140,0
"South Carolina","Horry",2024,274,215,59,0,0,0,0,87,55,41,0,0,144,130,0
"South Carolina","Richland",2024,274,151,122,1,0,0,0,141,63,47,0,1,85,188,0
"South Carolina","Spartanburg",2024,271,141,126,4,0,0,0,112,71,49,0,0,134,137,0
"South Carolina","York",2024,270,187,82,1,0,0,0,112,67,44,0,0,178,92,0
"South Dakota","Brookings",2024,182,168,14,0,0,0,0,94,46,32,0,0,139,30,13
"South Dakota","Brown",2024,174,164,10,0,0,0,0,76,42,19,0,0,0,112,62
"South Dakota","Clay",2024,182,150,32,0,0,0,0,84,56,40,0,0,125,57,0
"South Dakota","Codington",2024,177,149,28,0,0,0,0,94,54,34,0,0,64,109,4
"South Dakota","Custer",2024,182,163,19,0,0,0,0,94,51,41,0,0,147,27,8
"South Dakota","Hughes",2024,182,178,4,0,0,0,0,69,20,1,0,0,0,182,0
"South Dakota","Jackson",2024,182,154,28,0,0,0,0,84,54,42,0,0,139,43,0
"South Dakota","Meade",2024,182,142,40,0,0,0,0,97,61,44,0,0,170,0,12
"South Dakota","Minnehaha",2024,183,162,21,0,0,0,0,81,52,33,1,7,125,48,2
"South Dakota","Pennington",2024,182,146,35,1,0,0,0,111,59,29,0,9,0,83,90
"Tennessee","Anderson",2024,122,109,13,0,0,0,0,77,51,43,0,0,122,0,0
"Tennessee","Blount",2024,245,136,109,0,0,0,0,90,64,49,1,0,156,88,0
"Tennessee","Claiborne",2024,238,224,14,0,0,0,0,67,48,39,0,0,238,0,0
"Tennessee","Davidson",2024,182,96,84,2,0,0,0,119,61,49,0,4,53,125,0
"Tennessee","DeKalb",2024,217,197,20,0,0,0,0,77,50,40,0,0,217,0,0
"Tennessee","Dyer",2024,174,143,31,0,0,0,0,66,53,32,0,0,0,174,0
"Tennessee","Hamilton",2024,273,146,124,3,0,0,0,126,64,49,0,0,112,161,0
"Tennessee","Jefferson",2024,122,111,11,0,0,0,0,97,49,41,0,0,122,0,0
"Tennessee","Knox",2024,305,170,134,1,0,0,0,105,64,48,0,0,93,212,0
"Tennessee","Lawrence",2024,176,126,50,0,0,0,0,80,57,39,0,0,0,176,0
"Tennessee","Loudon",2024,182,139,43,0,0,0,0,90,58,43,0,0,84,98,0
"Tennessee","Madison",2024,178,146,32,0,0,0,0,66,53,31,0,0,0,178,0
"Tennessee","Maury",2024,176,140,36,0,0,0,0,68,55,34,0,0,0,176,0
"Tennessee","McMinn",2024,174,129,45,0,0,0,0,89,55,34,0,0,0,174,0
"Tennessee","Montgomery",2024,182,153,29,0,0,0,0,57,52,31,0,0,0,182,0
"Tennessee","Putnam",2024,177,148,29,0,0,0,0,63,54,33,0,0,0,177,0
"Tennessee","Roane",2024,177,139,38,0,0,0,0,72,56,33,0,0,0,177,0
"Tennessee","Sevier",2024,244,179,65,0,0,0,0,93,64,45,0,0,244,0,0
"Tennessee","Shelby",2024,303,98,200,3,2,0,0,159,74,55,0,0,60,243,0
"Tennessee","Sullivan",2024,177,132,45,0,0,0,0,84,58,43,0,0,101,76,0
"Tennessee","Sumner",2024,182,116,65,1,0,0,0,105,59,45,0,0,71,111,0
"Tennessee","Williamson",2024,119,107,12,0,0,0,0,87,51,42,0,0,119,0,0
"Tennessee","Wilson",2024,123,112,11,0,0,0,0,87,50,40,0,0,123,0,0
"Texas","Atascosa",2024,181,82,92,7,0,0,0,116,82,52,0,0,0,181,0
"Texas","Bell",2024,182,110,69,3,0,0,0,112,67,46,0,0,101,81,0
"Texas","Bexar",2024,183,71,96,14,2,0,0,199,91,55,1,0,52,127,3
"Texas","Bowie",2024,181,97,84,0,0,0,0,92,62,48,0,0,0,181,0
"Texas","Brazoria",2024,182,158,22,1,1,0,0,164,54,36,0,1,164,17,0
"Texas","Brazos",2024,172,102,69,1,0,0,0,102,63,40,0,0,0,172,0
"Texas","Brewster",2024,194,119,73,2,0,0,0,112,71,45,0,0,143,51,0
"Texas","Cameron",2024,182,32,94,44,12,0,0,171,138,72,0,0,26,156,0
"Texas","Collin",2024,182,149,31,2,0,0,0,136,64,40,0,0,182,0,0
"Texas","Culberson",2024,17,14,3,0,0,0,0,66,62,18,0,0,0,17,0
"Texas","Dallas",2024,183,68,111,4,0,0,0,133,77,54,1,3,57,121,1
"Texas","Denton",2024,182,109,65,7,1,0,0,174,74,44,0,1,122,59,0
"Texas","Ector",2024,180,137,43,0,0,0,0,88,58,34,0,0,0,180,0
"Texas","El Paso",2024,183,45,104,23,7,1,3,431,128,68,1,7,64,64,47
"Texas","Ellis",2024,181,171,10,0,0,0,0,93,47,35,0,2,179,0,0
"Texas","Galveston",2024,182,112,67,3,0,0,0,115,65,47,0,0,109,73,0
"Texas","Gregg",2024,180,166,13,1,0,0,0,129,50,37,0,7,173,0,0
"Texas","Harris",2024,183,27,142,9,4,1,0,201,90,59,1,6,36,130,10
"Texas","Harrison",2024,182,104,75,0,1,2,0,263,64,47,0,0,63,119,0
"Texas","Hidalgo",2024,182,53,106,18,5,0,0,157,105,60,0,0,16,161,5
"Texas","Hood",2024,173,149,24,0,0,0,0,100,61,40,0,0,173,0,0
"Texas","Hunt",2024,181,166,15,0,0,0,0,77,50,37,0,12,169,0,0
"Texas","Jefferson",2024,182,81,97,4,0,0,0,143,67,52,0,0,60,122,0
"Texas","Johnson",2024,177,160,16,1,0,0,0,119,50,38,0,0,177,0,0
"Texas","Karnes",2024,179,179,0,0,0,0,0,28,14,6,0,179,0,0,0
"Texas","Kaufman",2024,178,108,68,2,0,0,0,101,64,47,0,0,94,84,0
"Texas","Kleberg",2024,169,77,88,4,0,0,0,121,81,52,0,0,0,169,0
"Texas","Lubbock",2024,175,162,13,0,0,0,0,91,43,19,0,0,0,175,0
"Texas","Maverick",2024,172,99,73,0,0,0,0,100,79,41,0,0,0,172,0
"Texas","McLennan",2024,183,90,92,1,0,0,0,102,72,51,2,0,51,130,0
"Texas","Montgomery",2024,182,66,106,9,1,0,0,166,85,54,0,1,57,124,0
"Texas","Navarro",2024,182,101,78,3,0,0,0,112,71,48,0,0,89,93,0
"Texas","Nueces",2024,182,64,105,12,1,0,0,153,88,56,0,0,38,144,0
"Texas","Orange",2024,182,134,46,2,0,0,0,119,58,43,0,0,91,91,0
"Texas","Parker",2024,182,170,12,0,0,0,0,100,48,35,0,0,182,0,0
"Texas","Polk",2024,228,219,9,0,0,0,0,93,45,33,0,0,228,0,0
"Texas","Potter",2024,177,162,14,1,0,0,0,138,48,26,0,0,0,177,0
"Texas","Randall",2024,243,177,64,2,0,0,0,108,77,44,0,0,243,0,0
"Texas","Rockwall",2024,175,171,4,0,0,0,0,67,44,33,0,0,175,0,0
"Texas","Smith",2024,182,155,27,0,0,0,0,93,61,40,0,0,182,0,0
"Texas","Tarrant",2024,183,73,104,5,1,0,0,169,78,53,1,5,51,126,0
"Texas","Travis",2024,183,61,120,2,0,0,0,123,77,54,1,0,42,138,2
"Texas","Victoria",2024,182,169,13,0,0,0,0,97,47,36,0,0,182,0,0
"Texas","Webb",2024,183,81,91,11,0,0,0,129,88,52,1,0,64,117,1
"Texas","Wilson",2024,60,60,0,0,0,0,0,25,19,8,0,60,0,0,0
"Utah","Box Elder",2024,274,145,124,5,0,0,0,133,84,49,0,0,224,50,0
"Utah","Cache",2024,274,174,99,1,0,0,0,101,74,45,0,0,200,74,0
"Utah","Carbon",2024,274,189,84,1,0,0,0,112,64,46,0,0,267,7,0
"Utah","Davis",2024,277,168,94,15,0,0,0,133,87,48,0,9,237,27,4
"Utah","Duchesne",2024,274,170,101,2,1,0,0,163,71,47,0,0,225,44,5
"Utah","Garfield",2024,20,20,0,0,0,0,0,11,8,3,0,0,0,20,0
"Utah","Grand",2024,273,193,78,2,0,0,0,105,61,47,0,0,206,67,0
"Utah","Iron",2024,273,216,57,0,0,0,0,100,58,44,0,4,247,22,0
"Utah","Salt Lake",2024,306,156,119,27,3,1,0,230,101,50,1,9,213,80,3
"Utah","San Juan",2024,241,166,72,3,0,0,0,126,71,45,0,0,241,0,0
"Utah","Tooele",2024,274,161,101,12,0,0,0,143,87,48,0,0,230,44,0
"Utah","Uintah",2024,274,175,96,3,0,0,0,119,71,47,0,0,258,16,0
"Utah","Utah",2024,275,151,115,8,1,0,0,151,84,48,1,1,221,52,0
"Utah","Wasatch",2024,92,79,12,1,0,0,0,108,54,42,0,0,87,5,0
"Utah","Washington",2024,274,188,84,2,0,0,0,108,71,47,0,0,271,3,0
"Utah","Wayne",2024,20,20,0,0,0,0,0,9,7,4,0,0,0,20,0
"Utah","Weber",2024,275,174,95,6,0,0,0,122,80,46,1,6,236,29,3
"Vermont","Bennington",2024,182,169,13,0,0,0,0,80,48,38,0,0,156,26,0
"Vermont","Chittenden",2024,183,163,20,0,0,0,0,84,52,39,1,0,144,38,0
"Vermont","Rutland",2024,183,154,29,0,0,0,0,77,55,38,1,0,106,76,0
"Vermont","Windham",2024,19,19,0,0,0,0,0,34,25,8,0,0,0,19,0
"Virgin Islands","St John",2024,10,9,1,0,0,0,0,55,55,19,0,0,0,10,0
"Virginia","Albemarle",2024,272,207,65,0,0,0,0,85,55,43,0,0,126,146,0
"Virginia","Arlington",2024,275,223,48,4,0,0,0,115,61,40,1,26,219,29,0
"Virginia","Bristol City",2024,88,69,19,0,0,0,0,63,55,34,0,0,0,88,0
"Virginia","Caroline",2024,194,192,2,0,0,0,0,77,47,38,0,0,194,0,0
"Virginia","Carroll",2024,40,40,0,0,0,0,0,31,18,9,0,0,0,0,40
"Virginia","Charles",2024,274,244,30,0,0,0,0,75,51,37,0,1,146,127,0
"Virginia","Chesterfield",2024,274,207,67,0,0,0,0,77,56,42,0,0,104,170,0
"Virginia","Fairfax",2024,275,192,80,3,0,0,0,112,61,43,1,18,153,103,0
"Virginia","Fauquier",2024,210,204,6,0,0,0,0,64,46,36,0,0,210,0,0
"Virginia","Frederick",2024,274,205,68,1,0,0,0,102,57,42,0,0,127,147,0
"Virginia","Giles",2024,233,210,23,0,0,0,0,80,50,41,0,0,233,0,0
"Virginia","Hampton City",2024,275,217,58,0,0,0,0,90,55,41,1,1,149,124,0
"Virginia","Hanover",2024,214,198,16,0,0,0,0,74,49,40,0,0,214,0,0
"Virginia","Henrico",2024,275,219,55,1,0,0,0,112,55,42,1,4,155,115,0
"Virginia","Hopewell City",2024,40,40,0,0,0,0,0,30,13,7,0,0,0,0,40
"Virginia","Loudoun",2024,274,175,99,0,0,0,0,87,63,45,0,1,149,124,0
"Virginia","Lynchburg City",2024,90,75,15,0,0,0,0,61,53,29,0,0,0,90,0
"Virginia","Madison",2024,254,230,24,0,0,0,0,90,50,42,0,0,229,23,2
"Virginia","Norfolk City",2024,273,236,37,0,0,0,0,82,52,33,2,24,0,247,0
"Virginia","Prince Edward",2024,244,237,7,0,0,0,0,64,45,35,0,0,244,0,0
"Virginia","Prince William",2024,274,247,27,0,0,0,0,87,50,38,0,3,271,0,0
"Virginia","Richmond City",2024,275,215,60,0,0,0,0,79,54,36,1,44,0,230,0
"Virginia","Roanoke",2024,275,222,53,0,0,0,0,68,54,41,1,4,149,121,0
"Virginia","Rockbridge",2024,234,228,6,0,0,0,0,64,45,37,0,0,214,20,0
"Virginia","Rockingham",2024,274,207,67,0,0,0,0,83,56,44,0,8,139,127,0
"Virginia","Salem City",2024,90,73,17,0,0,0,0,67,55,36,0,0,0,90,0
"Virginia","Stafford",2024,270,262,8,0,0,0,0,90,48,37,0,0,270,0,0
"Virginia","Suffolk City",2024,214,201,13,0,0,0,0,71,48,38,0,0,214,0,0
"Virginia","Virginia Beach City",2024,274,223,51,0,0,0,0,81,55,34,0,0,0,274,0
"Virginia","Wythe",2024,214,205,9,0,0,0,0,67,49,41,0,0,214,0,0
"Washington","Adams",2024,213,207,6,0,0,0,0,65,33,15,0,0,0,213,0
"Washington","Asotin",2024,210,146,60,0,4,0,0,196,69,35,0,0,0,210,0
"Washington","Benton",2024,213,175,36,2,0,0,0,108,58,36,0,0,81,99,33
"Washington","Chelan",2024,213,178,31,3,1,0,0,158,63,25,0,0,0,213,0
"Washington","Clallam",2024,213,198,15,0,0,0,0,59,45,36,0,0,141,72,0
"Washington","Clark",2024,213,192,20,1,0,0,0,105,49,31,0,0,89,124,0
"Washington","Columbia",2024,244,217,27,0,0,0,0,90,51,38,0,0,212,32,0
"Washington","Cowlitz",2024,213,207,6,0,0,0,0,67,34,20,0,0,0,213,0
"Washington","Franklin",2024,213,199,14,0,0,0,0,64,43,16,0,0,0,213,0
"Washington","Garfield",2024,208,192,16,0,0,0,0,75,40,13,0,0,0,208,0
"Washington","Grant",2024,213,194,19,0,0,0,0,76,48,22,0,0,0,213,0
"Washington","Grays Harbor",2024,182,180,2,0,0,0,0,64,27,18,0,0,0,182,0
"Washington","Jefferson",2024,174,172,2,0,0,0,0,57,26,19,0,0,0,174,0
"Washington","King",2024,214,157,50,3,1,1,2,354,58,41,1,3,105,105,0
"Washington","Kitsap",2024,200,196,4,0,0,0,0,69,36,18,0,0,0,200,0
"Washington","Kittitas",2024,213,195,18,0,0,0,0,79,48,20,0,0,0,213,0
"Washington","Klickitat",2024,16,16,0,0,0,0,0,43,16,9,0,0,0,16,0
"Washington","Lewis",2024,205,202,3,0,0,0,0,60,35,20,0,0,0,205,0
"Washington","Mason",2024,213,206,7,0,0,0,0,59,34,16,0,0,0,213,0
"Washington","Okanogan",2024,210,149,61,0,0,0,0,85,60,29,0,0,0,210,0
"Washington","Pacific",2024,194,194,0,0,0,0,0,37,20,14,0,0,0,194,0
"Washington","Pierce",2024,213,169,43,0,1,0,0,166,57,44,0,6,140,67,0
"Washington","Skagit",2024,213,209,4,0,0,0,0,57,39,26,0,0,59,154,0
"Washington","Snohomish",2024,213,155,58,0,0,0,0,99,57,38,0,0,0,213,0
"Washington","Spokane",2024,213,185,28,0,0,0,0,100,56,36,0,0,85,124,4
"Washington","Stevens",2024,213,159,54,0,0,0,0,98,59,27,0,0,0,176,37
"Washington","Thurston",2024,211,203,8,0,0,0,0,85,42,26,0,0,89,122,0
"Washington","Walla Walla",2024,213,189,24,0,0,0,0,79,53,20,0,0,0,123,90
"Washington","Whatcom",2024,208,204,4,0,0,0,0,61,44,32,0,0,69,139,0
"Washington","Whitman",2024,213,196,17,0,0,0,0,80,43,16,0,0,0,213,0
"Washington","Yakima",2024,213,162,47,3,1,0,0,153,61,31,0,0,0,212,1
"West Virginia","Berkeley",2024,139,109,30,0,0,0,0,97,61,44,0,0,112,27,0
"West Virginia","Brooke",2024,274,202,72,0,0,0,0,72,57,38,0,0,0,274,0
"West Virginia","Cabell",2024,182,132,50,0,0,0,0,84,55,42,0,0,81,101,0
"West Virginia","Greenbrier",2024,123,117,6,0,0,0,0,64,48,41,0,0,123,0,0
"West Virginia","Hancock",2024,272,187,85,0,0,0,0,97,65,43,0,0,154,118,0
"West Virginia","Harrison",2024,56,45,11,0,0,0,0,59,56,35,0,0,0,56,0
"West Virginia","Kanawha",2024,183,153,30,0,0,0,0,67,55,37,4,0,94,85,0
"West Virginia","Marion",2024,53,42,11,0,0,0,0,61,54,32,0,0,0,53,0
"West Virginia","Marshall",2024,274,201,73,0,0,0,0,81,59,39,0,0,0,274,0
