age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,unemployed,married,tertiary,no,32758,yes,no,cellular,22,mar,312,7,211,1,failure,yes
66,self-employed,married,secondary,no,7607,yes,no,telephone,26,sep,668,4,209,1,other,no
58,admin.,married,tertiary,no,37558,yes,yes,cellular,17,jan,115,4,0,7,other,yes
34,unemployed,married,secondary,no,6553,yes,no,cellular,29,feb,236,4,92,9,success,no
38,blue-collar,married,secondary,no,3383,yes,no,cellular,27,apr,904,5,343,3,unknown,yes
68,blue-collar,single,tertiary,no,46343,yes,yes,telephone,24,jul,692,8,293,5,failure,yes
76,management,married,tertiary,no,-1285,no,no,cellular,22,aug,592,4,15,1,other,yes
56,technician,single,secondary,no,7837,yes,yes,cellular,18,jan,506,7,237,0,failure,yes
72,self-employed,divorced,tertiary,no,48699,yes,yes,unknown,5,jan,772,9,14,6,other,yes
58,admin.,married,secondary,no,11950,no,yes,cellular,12,may,621,6,153,3,success,no
56,technician,married,tertiary,no,5992,yes,no,telephone,2,aug,160,4,175,3,unknown,yes
30,admin.,married,primary,no,24817,yes,no,cellular,10,jan,429,5,129,1,other,no
81,admin.,divorced,secondary,no,47803,yes,no,cellular,7,mar,165,8,296,8,failure,yes
28,retired,single,primary,no,31818,yes,no,cellular,15,jun,375,4,61,1,failure,no
36,blue-collar,single,tertiary,no,11357,yes,no,cellular,27,jan,199,4,283,4,success,no
28,admin.,married,primary,no,2742,no,yes,cellular,26,mar,998,7,128,5,success,no
63,retired,married,tertiary,no,11369,yes,no,cellular,22,dec,192,6,361,2,other,yes
62,blue-collar,married,secondary,no,3044,yes,yes,cellular,7,jan,228,1,102,2,unknown,no
18,retired,married,tertiary,no,8288,yes,yes,cellular,15,apr,997,9,268,5,other,yes
57,technician,divorced,tertiary,no,23378,yes,no,cellular,16,sep,768,5,266,4,failure,yes
36,services,married,secondary,no,5261,yes,yes,cellular,22,may,77,2,278,4,other,no
89,blue-collar,divorced,tertiary,no,41614,yes,no,cellular,26,mar,851,5,26,4,success,yes
89,unemployed,married,secondary,no,16064,yes,no,cellular,1,oct,794,8,215,8,other,yes
78,student,single,tertiary,no,7799,yes,yes,cellular,15,jul,523,6,355,7,success,yes
29,services,single,secondary,no,1522,no,no,cellular,3,jun,132,8,132,3,failure,yes
78,technician,married,primary,no,11690,yes,no,cellular,10,nov,577,5,284,5,unknown,yes
50,admin.,married,tertiary,no,57,yes,no,cellular,16,sep,35,4,32,4,other,yes
62,self-employed,divorced,tertiary,yes,33489,no,no,cellular,2,apr,740,3,209,5,success,no
86,technician,married,tertiary,no,35589,yes,no,cellular,17,apr,41,2,184,7,other,yes
25,retired,married,secondary,no,33331,no,yes,telephone,1,sep,132,9,329,5,success,yes
42,retired,married,tertiary,no,12559,no,no,cellular,4,feb,728,1,179,5,success,no
63,retired,single,secondary,no,11692,yes,no,cellular,11,oct,862,2,270,1,success,yes
47,retired,divorced,tertiary,no,46429,yes,no,cellular,17,feb,719,6,183,6,other,no
64,technician,single,primary,yes,-1798,no,no,unknown,2,sep,456,6,25,2,success,no
66,self-employed,divorced,tertiary,no,31709,no,yes,cellular,1,jul,200,1,110,6,other,yes
64,entrepreneur,single,primary,no,14972,no,no,cellular,29,may,718,8,303,4,success,yes
35,retired,married,secondary,no,39530,yes,yes,unknown,28,may,118,4,135,3,unknown,yes
83,entrepreneur,single,primary,yes,7537,yes,no,cellular,28,sep,745,7,24,9,success,no
85,self-employed,single,tertiary,no,-358,no,no,cellular,6,oct,468,9,260,0,other,no
50,self-employed,divorced,tertiary,no,-635,yes,no,cellular,11,may,376,2,133,7,other,yes
53,services,divorced,secondary,no,38324,no,yes,cellular,4,sep,884,7,267,1,other,no
36,blue-collar,single,tertiary,no,-1992,yes,yes,cellular,24,aug,240,1,175,9,failure,no
45,student,divorced,tertiary,yes,47683,no,no,cellular,11,jun,754,3,8,7,unknown,no
57,management,divorced,secondary,no,26820,yes,no,telephone,5,may,463,4,297,6,unknown,no
32,student,divorced,secondary,no,31803,yes,yes,cellular,30,may,562,3,108,2,unknown,yes
58,technician,divorced,primary,no,43531,no,yes,telephone,10,may,629,8,110,6,failure,yes
56,management,divorced,secondary,no,16001,yes,no,telephone,5,jan,554,7,99,0,failure,no
19,self-employed,single,tertiary,no,4722,yes,yes,cellular,27,nov,455,3,272,4,unknown,no
80,unemployed,divorced,secondary,no,18100,yes,no,cellular,27,may,149,7,265,1,success,no
46,student,married,tertiary,yes,15460,no,no,cellular,24,mar,940,2,264,1,success,yes
83,housemaid,single,primary,no,21987,no,no,cellular,27,jun,207,3,154,2,unknown,no
68,blue-collar,single,secondary,yes,2015,yes,no,cellular,26,sep,158,7,211,6,success,yes
27,student,single,tertiary,no,37897,yes,no,cellular,22,dec,592,5,307,1,other,yes
31,blue-collar,divorced,secondary,no,962,yes,no,telephone,22,mar,447,9,52,3,failure,yes
68,entrepreneur,married,secondary,no,2840,no,no,cellular,3,jan,583,8,151,3,unknown,yes
56,technician,divorced,secondary,no,48064,yes,no,cellular,29,aug,347,6,260,0,success,yes
45,blue-collar,single,secondary,no,18533,yes,no,telephone,6,dec,636,4,360,6,unknown,no
20,entrepreneur,single,primary,no,18454,yes,no,cellular,26,sep,271,3,393,3,unknown,yes
87,retired,single,tertiary,no,46105,yes,yes,cellular,13,oct,957,6,287,0,other,no
44,entrepreneur,single,secondary,no,3699,no,yes,cellular,16,apr,385,9,323,2,failure,yes
19,technician,divorced,tertiary,no,3922,yes,no,cellular,7,oct,602,5,224,7,failure,no
55,services,married,primary,no,22919,yes,no,cellular,18,may,890,7,94,3,unknown,no
20,unemployed,married,tertiary,no,24508,yes,no,unknown,3,mar,467,7,172,0,other,yes
33,retired,single,tertiary,no,19664,no,no,cellular,6,aug,487,7,342,6,success,yes
57,self-employed,married,primary,no,30270,yes,no,cellular,10,mar,471,9,203,7,failure,no
19,admin.,single,secondary,no,23278,yes,no,cellular,16,apr,257,2,53,4,unknown,yes
58,entrepreneur,single,tertiary,no,12862,yes,yes,cellular,25,oct,437,8,233,8,success,no
29,entrepreneur,married,tertiary,no,11598,no,no,cellular,13,dec,952,2,196,6,unknown,no
52,blue-collar,single,secondary,yes,-102,yes,no,cellular,25,jul,306,1,224,3,success,no
82,self-employed,married,secondary,no,20939,yes,yes,cellular,24,feb,47,6,305,8,success,yes
72,student,single,tertiary,no,29288,yes,no,cellular,24,jan,785,2,279,5,success,no
62,housemaid,married,primary,yes,22774,yes,no,cellular,9,apr,340,5,103,7,success,yes
79,management,single,secondary,no,822,no,no,unknown,27,aug,353,1,277,1,success,yes
66,entrepreneur,married,secondary,no,35252,yes,no,cellular,16,jan,76,7,176,4,success,yes
42,unemployed,single,primary,no,23049,no,no,cellular,11,oct,851,1,300,2,other,no
40,student,single,tertiary,no,19884,yes,no,cellular,9,mar,559,8,203,4,success,no
41,housemaid,single,secondary,no,11052,yes,yes,cellular,10,apr,925,5,218,7,success,yes
55,management,married,tertiary,yes,16038,yes,no,telephone,11,apr,742,5,139,5,failure,no
45,admin.,divorced,tertiary,no,14975,no,no,cellular,29,mar,529,3,143,0,failure,no
38,unemployed,single,tertiary,yes,32616,yes,no,unknown,25,mar,794,2,12,6,success,no
71,blue-collar,single,primary,no,11269,no,no,telephone,21,jul,221,6,156,9,unknown,no
35,student,married,tertiary,no,1041,yes,no,cellular,22,aug,78,4,103,0,failure,yes
53,blue-collar,single,tertiary,no,14551,yes,yes,telephone,15,oct,123,4,228,0,other,yes
62,management,single,secondary,no,2379,no,yes,telephone,21,apr,960,6,376,3,other,no
70,services,single,secondary,no,5661,no,no,cellular,13,nov,778,2,287,8,other,no
47,entrepreneur,single,primary,no,4967,yes,no,cellular,17,nov,763,2,118,7,failure,yes
77,retired,divorced,primary,no,27870,no,no,cellular,4,aug,196,4,180,9,other,no
49,housemaid,divorced,secondary,no,42967,yes,no,cellular,30,aug,523,6,183,2,other,no
84,unemployed,single,secondary,no,13674,yes,no,cellular,11,jun,283,2,215,5,unknown,no
84,self-employed,single,primary,no,18394,yes,no,cellular,29,jan,983,7,29,0,unknown,yes
45,technician,single,tertiary,no,11531,yes,yes,cellular,1,jul,86,8,277,9,failure,no
61,entrepreneur,divorced,primary,no,19370,yes,no,cellular,28,jul,35,9,223,0,success,no
58,retired,divorced,tertiary,no,16565,yes,yes,unknown,1,may,267,6,369,5,unknown,yes
80,technician,married,secondary,no,-1168,no,no,cellular,3,jun,762,2,308,4,success,no
40,student,married,secondary,yes,44978,no,no,cellular,23,sep,253,6,173,5,unknown,no
65,unemployed,single,secondary,no,15405,yes,no,cellular,15,mar,619,8,175,8,unknown,yes
49,technician,single,tertiary,no,8185,no,no,cellular,1,dec,49,1,82,4,unknown,yes
74,admin.,divorced,primary,no,1492,yes,yes,unknown,23,apr,847,6,54,1,unknown,yes
50,entrepreneur,single,tertiary,no,42630,yes,no,cellular,26,sep,806,1,90,0,success,no
41,blue-collar,single,primary,yes,-1712,no,yes,telephone,30,oct,233,6,6,1,failure,no
56,services,divorced,primary,no,38584,yes,no,cellular,26,dec,171,4,148,7,success,no
51,self-employed,divorced,primary,no,-924,no,no,telephone,29,feb,405,3,60,0,other,no
73,blue-collar,divorced,secondary,no,46332,yes,no,telephone,16,sep,436,3,52,5,success,no
45,retired,divorced,primary,no,32139,yes,no,unknown,17,may,845,4,161,4,other,no
54,entrepreneur,married,secondary,no,-926,yes,no,cellular,9,mar,109,3,117,9,success,yes
24,services,divorced,primary,no,35702,no,no,cellular,5,aug,239,9,106,8,success,yes
85,technician,divorced,primary,no,25535,no,no,cellular,29,sep,797,4,342,3,unknown,no
54,entrepreneur,single,secondary,no,30807,no,yes,cellular,6,jan,341,1,269,4,success,yes
73,technician,single,secondary,no,2274,yes,no,cellular,15,may,406,4,112,4,unknown,no
82,student,single,tertiary,no,26198,yes,no,cellular,28,sep,69,1,235,1,failure,yes
82,admin.,married,primary,no,47334,no,no,telephone,9,nov,382,3,259,1,success,no
64,management,divorced,secondary,no,27859,yes,no,cellular,27,feb,482,4,15,8,unknown,no
37,entrepreneur,divorced,tertiary,yes,36264,yes,yes,telephone,3,jan,452,4,90,2,other,no
36,retired,married,tertiary,no,43760,no,no,cellular,19,aug,743,9,115,5,unknown,yes
46,technician,divorced,secondary,no,33276,yes,no,cellular,21,jun,115,6,385,3,other,yes
77,blue-collar,single,primary,no,10018,yes,no,cellular,13,feb,584,3,356,3,success,yes
35,student,married,tertiary,no,6072,no,no,cellular,13,mar,265,7,217,4,failure,no
52,retired,divorced,primary,no,11348,no,no,cellular,23,may,919,4,147,4,success,no
60,self-employed,married,primary,no,44678,no,yes,telephone,3,jan,444,7,355,6,success,no
28,management,married,tertiary,no,11952,yes,yes,cellular,20,feb,611,2,49,6,unknown,yes
66,student,divorced,secondary,no,46833,yes,yes,telephone,14,nov,385,7,52,0,other,no
55,admin.,single,primary,no,-1682,no,no,telephone,2,dec,672,8,137,5,failure,yes
81,management,divorced,secondary,no,9818,no,no,cellular,25,jan,673,7,156,3,other,no
86,unemployed,divorced,tertiary,no,24011,yes,no,unknown,10,nov,277,6,344,1,failure,no
25,technician,single,primary,no,16787,no,no,telephone,9,jul,696,4,235,5,success,yes
51,unemployed,divorced,secondary,no,44750,no,no,unknown,13,jul,771,9,111,6,unknown,no
65,retired,divorced,secondary,no,41624,yes,yes,telephone,11,oct,630,1,290,1,other,no
73,self-employed,divorced,primary,no,10516,no,no,telephone,2,may,258,5,344,1,success,no
82,housemaid,married,secondary,yes,31496,yes,no,cellular,16,oct,568,1,232,9,success,no
48,admin.,married,secondary,no,32055,yes,yes,cellular,5,jun,390,1,118,6,unknown,no
21,unemployed,married,tertiary,no,34769,yes,no,unknown,1,mar,897,6,89,8,other,no
67,services,divorced,tertiary,no,6752,yes,no,telephone,8,nov,779,6,208,2,success,yes
86,technician,single,secondary,no,-625,no,no,cellular,22,feb,204,7,226,2,unknown,yes
47,housemaid,married,secondary,no,12970,no,no,cellular,16,oct,857,9,96,7,failure,no
76,entrepreneur,single,primary,no,42846,no,yes,cellular,14,sep,833,6,314,1,success,yes
84,self-employed,divorced,tertiary,no,30792,yes,no,cellular,26,feb,403,2,88,8,failure,yes
62,blue-collar,married,primary,no,15538,yes,yes,cellular,26,jan,971,4,276,6,success,no
21,services,divorced,secondary,no,10657,yes,yes,cellular,2,sep,90,9,22,7,unknown,yes
43,retired,single,primary,no,15843,yes,no,telephone,18,aug,199,2,394,8,failure,no
44,self-employed,married,secondary,no,13583,yes,no,cellular,26,aug,536,7,73,2,unknown,yes
63,management,married,tertiary,yes,19491,yes,no,cellular,21,jul,804,4,314,5,other,no
81,student,married,tertiary,no,35474,yes,no,telephone,7,sep,443,6,147,7,success,yes
68,management,married,secondary,no,44431,yes,no,telephone,25,nov,847,1,334,0,other,no
67,unemployed,single,tertiary,no,46612,yes,no,cellular,25,mar,145,8,162,5,other,yes
23,management,married,secondary,no,40180,yes,no,cellular,12,aug,204,6,5,2,failure,no
76,entrepreneur,divorced,primary,yes,16540,no,no,cellular,15,jan,762,7,51,7,success,yes
32,unemployed,married,secondary,no,3979,yes,no,telephone,27,jan,453,6,154,8,other,yes
47,admin.,single,primary,no,5943,yes,no,cellular,22,nov,157,7,278,4,success,no
59,blue-collar,married,secondary,no,6911,no,no,cellular,2,jun,518,5,307,1,unknown,yes
54,services,single,tertiary,no,38254,no,yes,telephone,22,dec,34,3,267,6,failure,yes
59,admin.,single,secondary,no,31873,no,yes,unknown,17,aug,355,6,332,5,other,yes
52,self-employed,divorced,secondary,no,1769,yes,no,cellular,27,aug,727,9,93,5,unknown,yes
23,management,married,secondary,no,479,yes,no,cellular,11,oct,201,6,326,0,unknown,no
85,entrepreneur,married,tertiary,yes,8112,no,no,cellular,29,jan,228,9,-1,0,failure,yes
35,unemployed,married,secondary,no,42039,no,no,cellular,2,nov,260,2,358,5,unknown,yes
46,self-employed,divorced,tertiary,no,2731,yes,yes,cellular,28,jan,829,1,113,5,unknown,no
76,student,divorced,secondary,no,9361,yes,no,cellular,19,sep,876,4,335,3,other,no
64,blue-collar,single,primary,no,46855,yes,no,cellular,5,sep,656,5,39,7,unknown,no
34,services,single,secondary,no,33940,yes,no,cellular,26,jul,362,7,185,8,failure,yes
39,student,single,primary,no,44809,no,no,telephone,17,jan,495,8,267,5,unknown,yes
85,unemployed,divorced,tertiary,no,30205,yes,yes,cellular,16,oct,871,1,25,9,success,yes
86,entrepreneur,divorced,tertiary,yes,22569,no,no,cellular,28,feb,453,6,121,7,unknown,yes
54,blue-collar,divorced,secondary,no,5068,yes,no,unknown,26,aug,342,1,38,7,unknown,no
66,self-employed,single,tertiary,no,4557,no,no,cellular,13,aug,552,8,217,1,unknown,yes
30,management,divorced,secondary,no,34098,yes,no,unknown,30,nov,453,1,252,3,unknown,yes
51,management,single,tertiary,no,36790,yes,no,cellular,13,may,645,4,184,0,other,no
70,technician,single,primary,yes,43411,yes,no,cellular,13,feb,204,3,74,0,other,no
68,management,married,tertiary,no,32826,no,no,cellular,5,mar,927,2,50,5,success,no
20,housemaid,married,primary,no,20074,yes,yes,cellular,5,may,977,8,203,6,other,yes
59,management,married,secondary,no,20155,yes,no,cellular,20,mar,403,6,334,4,failure,no
49,housemaid,single,secondary,no,49022,no,no,cellular,19,oct,661,4,288,7,other,yes
68,retired,married,secondary,no,34389,yes,no,cellular,7,jan,266,3,388,8,other,no
63,housemaid,married,primary,no,40105,no,no,cellular,11,jun,777,6,302,3,other,no
38,blue-collar,married,secondary,no,34759,no,no,cellular,23,may,997,6,335,0,failure,yes
61,student,divorced,secondary,no,28784,no,no,cellular,1,mar,846,5,165,5,success,yes
28,blue-collar,single,primary,yes,30401,yes,no,cellular,7,sep,472,3,261,0,unknown,yes
85,student,married,tertiary,no,9565,yes,yes,unknown,3,oct,67,9,260,1,failure,no
18,technician,divorced,secondary,yes,22700,no,no,cellular,13,aug,813,6,224,3,failure,no
80,retired,divorced,tertiary,no,39271,yes,yes,unknown,3,jul,917,5,307,3,other,no
41,student,divorced,tertiary,no,47926,yes,no,cellular,6,dec,885,7,-1,5,other,yes
30,student,married,secondary,no,13337,no,no,cellular,22,nov,792,1,27,7,success,yes
28,entrepreneur,divorced,secondary,no,9112,yes,no,cellular,27,feb,916,7,90,2,other,yes
68,admin.,single,primary,no,11761,no,yes,telephone,29,oct,875,1,101,5,failure,yes
34,admin.,divorced,primary,no,40791,no,no,telephone,15,may,568,9,121,2,other,yes
41,entrepreneur,divorced,secondary,no,6885,no,no,telephone,4,may,871,6,100,1,other,no
36,management,divorced,tertiary,no,-624,yes,yes,cellular,5,jun,664,7,352,3,success,no
54,entrepreneur,divorced,primary,no,3939,yes,no,telephone,3,jun,185,7,211,3,failure,yes
25,student,single,primary,no,39949,yes,no,cellular,19,mar,758,1,175,1,failure,yes
45,student,married,secondary,no,846,yes,no,cellular,25,nov,223,2,313,2,unknown,no
22,entrepreneur,single,secondary,no,4817,yes,no,cellular,21,apr,842,3,395,8,unknown,no
34,entrepreneur,single,secondary,no,5430,yes,no,cellular,16,jan,190,8,43,9,success,yes
53,management,married,secondary,no,24328,yes,no,telephone,17,nov,669,9,376,8,failure,no
36,blue-collar,divorced,primary,no,9151,yes,yes,cellular,9,jan,857,8,277,9,failure,yes
81,retired,married,primary,yes,25619,no,no,cellular,26,may,719,6,286,6,other,no
28,self-employed,married,primary,no,32484,yes,yes,cellular,22,dec,155,2,326,1,success,no
71,student,single,tertiary,no,25664,yes,yes,unknown,9,apr,715,2,365,4,success,yes
62,retired,married,primary,no,4780,no,yes,cellular,14,jul,576,7,329,7,unknown,yes
64,entrepreneur,divorced,primary,no,1331,no,no,cellular,27,jul,268,9,395,0,unknown,yes
29,management,single,secondary,no,26604,yes,no,cellular,23,apr,70,6,307,0,other,yes
38,housemaid,divorced,primary,no,39849,no,no,telephone,11,oct,215,1,274,5,unknown,no
28,management,single,primary,no,15762,yes,no,unknown,26,feb,490,9,383,6,success,yes
22,services,divorced,primary,no,21765,yes,no,cellular,10,oct,724,7,311,6,success,yes
73,services,married,secondary,no,35043,no,no,cellular,23,apr,418,3,64,2,unknown,no
37,retired,married,primary,no,19922,no,no,telephone,5,aug,290,2,393,9,other,yes
58,admin.,married,primary,no,21694,yes,no,unknown,23,feb,435,3,44,3,other,yes
63,services,divorced,tertiary,no,8556,no,no,cellular,26,may,575,2,28,8,unknown,yes
29,services,single,tertiary,no,11555,no,no,cellular,4,jul,478,2,195,9,failure,yes
87,blue-collar,single,tertiary,no,47383,no,no,telephone,11,oct,728,4,261,3,failure,yes
34,housemaid,single,tertiary,no,8004,yes,no,cellular,27,jun,430,6,93,4,unknown,no
36,blue-collar,married,secondary,no,36190,yes,yes,cellular,6,sep,336,3,41,5,other,no
43,housemaid,divorced,tertiary,no,18810,yes,no,cellular,2,feb,974,9,248,6,unknown,yes
65,technician,single,primary,no,9188,yes,no,cellular,30,apr,166,5,333,4,unknown,no
69,self-employed,divorced,tertiary,no,-1753,yes,no,cellular,26,jul,231,5,34,6,success,no
87,student,single,secondary,no,18762,no,no,unknown,3,dec,922,7,127,1,other,no
72,services,married,tertiary,no,44366,no,no,cellular,18,aug,684,9,5,6,other,no
50,student,divorced,tertiary,no,43995,no,no,telephone,29,may,650,1,42,4,other,no
79,services,single,secondary,no,11811,yes,no,telephone,26,may,186,9,59,9,unknown,yes
40,blue-collar,single,secondary,no,1741,yes,no,cellular,18,apr,284,2,24,4,failure,no
32,self-employed,single,secondary,no,27052,yes,no,telephone,7,sep,210,3,361,5,unknown,no
44,blue-collar,single,secondary,no,47214,yes,no,cellular,21,dec,438,5,361,8,other,yes
81,unemployed,married,secondary,no,32319,no,no,cellular,13,oct,882,4,119,3,success,yes
68,blue-collar,single,secondary,no,4306,yes,yes,cellular,13,apr,760,5,156,4,other,no
70,housemaid,single,primary,no,1005,no,no,cellular,6,mar,57,5,255,4,other,yes
68,admin.,married,tertiary,no,1322,yes,no,cellular,3,sep,692,5,61,2,other,yes
64,management,single,tertiary,no,14008,yes,no,cellular,10,jul,900,5,269,2,unknown,yes
21,retired,divorced,secondary,no,38765,no,no,cellular,21,sep,641,2,309,0,failure,no
24,student,divorced,secondary,no,22870,yes,no,cellular,5,apr,544,1,311,3,success,yes
52,technician,single,primary,no,10466,yes,yes,unknown,11,mar,574,8,115,8,success,yes
65,services,married,primary,no,43284,yes,no,unknown,4,oct,228,3,274,1,failure,yes
89,blue-collar,married,secondary,no,48034,no,no,cellular,10,aug,98,7,343,9,failure,no
62,admin.,married,primary,no,31161,no,yes,cellular,4,apr,631,8,176,3,failure,yes
89,blue-collar,single,primary,no,739,no,no,cellular,28,oct,46,6,115,8,success,no
36,self-employed,single,secondary,no,34935,no,no,cellular,13,mar,878,6,162,8,success,yes
80,housemaid,divorced,secondary,yes,11194,no,no,telephone,8,dec,908,3,241,7,other,no
55,technician,married,secondary,no,2231,no,yes,unknown,6,apr,864,9,163,1,unknown,no
84,management,single,secondary,no,49929,yes,no,cellular,11,feb,864,3,172,2,unknown,no
76,self-employed,single,tertiary,no,26268,yes,no,cellular,2,dec,575,5,117,5,unknown,no
86,entrepreneur,single,tertiary,no,-599,yes,no,cellular,18,nov,805,6,235,1,success,yes
30,technician,married,secondary,no,6086,no,no,cellular,18,apr,842,1,153,2,failure,no
64,blue-collar,married,primary,no,31673,yes,yes,telephone,22,jul,89,9,145,0,success,no
78,self-employed,divorced,secondary,no,-1471,yes,no,cellular,12,mar,213,7,81,3,success,no
48,management,married,tertiary,no,38779,no,no,telephone,17,jan,867,1,270,5,success,yes
39,admin.,single,primary,no,21462,yes,no,cellular,19,oct,898,6,308,0,success,yes
60,admin.,divorced,tertiary,yes,45769,no,no,cellular,17,aug,394,7,211,0,unknown,no
84,student,married,secondary,no,35386,no,no,cellular,4,jun,947,5,223,7,other,no
71,management,married,tertiary,no,49773,yes,no,cellular,29,mar,958,5,232,6,failure,yes
27,admin.,married,tertiary,no,14956,no,no,telephone,17,aug,463,7,349,6,success,yes
59,self-employed,married,tertiary,no,15027,no,no,telephone,16,jun,228,3,160,6,failure,no
81,student,single,primary,no,45676,yes,no,telephone,9,jan,782,3,77,4,failure,no
38,unemployed,married,tertiary,no,18455,no,no,cellular,11,sep,261,1,177,3,success,yes
83,admin.,single,primary,no,37781,no,no,telephone,12,nov,752,8,290,6,other,yes
58,technician,single,secondary,no,40252,yes,no,cellular,11,sep,397,2,125,2,other,no
41,housemaid,single,secondary,no,42555,yes,yes,cellular,13,sep,459,3,179,8,unknown,yes
52,entrepreneur,divorced,tertiary,no,43602,yes,yes,cellular,22,dec,593,7,88,1,unknown,yes
73,management,single,primary,no,3605,yes,no,cellular,30,jun,148,8,92,0,other,no
47,self-employed,married,secondary,no,8677,yes,yes,telephone,8,jun,359,9,87,7,success,no
74,services,divorced,primary,no,14938,no,no,cellular,14,apr,244,8,386,5,unknown,yes
64,blue-collar,married,primary,no,44819,yes,no,cellular,18,aug,351,7,266,3,success,yes
52,self-employed,single,tertiary,no,41534,no,no,cellular,14,sep,178,1,247,9,success,no
36,admin.,married,tertiary,no,41184,yes,no,cellular,16,dec,437,1,179,8,success,yes
25,self-employed,divorced,primary,no,13009,yes,no,cellular,15,jul,717,8,59,4,success,yes
43,services,divorced,primary,no,28246,no,no,cellular,22,jul,406,7,145,0,failure,yes
88,blue-collar,married,tertiary,no,26185,no,no,telephone,20,feb,810,2,117,0,failure,no
47,student,married,primary,no,27295,yes,no,cellular,7,feb,349,9,182,6,success,no
24,admin.,married,tertiary,no,23519,yes,no,telephone,8,dec,34,7,263,0,other,no
84,retired,divorced,primary,yes,18952,no,no,cellular,30,oct,431,9,279,5,failure,no
82,admin.,single,tertiary,no,44642,yes,no,cellular,6,nov,657,1,52,6,success,no
53,entrepreneur,married,primary,no,7185,yes,no,cellular,29,feb,232,3,110,9,success,yes
42,unemployed,single,tertiary,no,17843,yes,no,telephone,13,apr,66,2,173,4,unknown,no
54,retired,divorced,primary,no,15505,no,no,cellular,17,sep,83,6,295,2,unknown,no
18,entrepreneur,married,secondary,no,26022,yes,no,cellular,8,may,317,4,177,2,unknown,yes
32,services,married,secondary,no,14439,yes,no,unknown,11,feb,313,2,48,1,failure,no
54,management,divorced,primary,no,12660,yes,no,cellular,17,apr,627,2,115,0,failure,yes
30,blue-collar,married,secondary,no,6849,no,no,unknown,9,jul,74,6,389,7,unknown,yes
25,housemaid,single,primary,no,27628,yes,yes,cellular,2,may,313,9,25,8,unknown,no
22,student,divorced,primary,no,22835,yes,no,telephone,27,nov,862,6,365,1,success,yes
77,housemaid,divorced,secondary,no,2736,yes,no,cellular,10,aug,611,4,309,3,other,no
18,technician,married,primary,no,33377,yes,no,cellular,22,jan,71,9,189,2,unknown,yes
53,technician,divorced,tertiary,yes,45443,no,no,cellular,24,may,446,2,361,3,success,no
52,services,married,primary,no,1909,no,no,cellular,21,apr,301,6,388,3,failure,yes
83,management,married,primary,no,47555,no,no,telephone,14,mar,170,7,161,7,unknown,no
80,unemployed,divorced,secondary,no,12867,no,no,telephone,2,jul,946,3,4,2,failure,no
40,unemployed,married,tertiary,no,-1206,no,no,cellular,5,oct,600,4,189,2,success,yes
26,technician,single,primary,no,15945,yes,no,cellular,17,nov,781,7,16,5,unknown,yes
51,admin.,single,primary,no,13369,no,no,cellular,24,jan,76,9,157,2,failure,yes
63,self-employed,married,primary,yes,41601,yes,no,cellular,8,jun,196,5,306,4,success,yes
21,entrepreneur,single,primary,no,21807,no,no,cellular,30,aug,651,2,142,3,unknown,no
47,technician,married,primary,no,8856,yes,no,cellular,18,feb,155,8,193,3,other,yes
89,services,single,primary,no,4795,no,yes,cellular,22,jun,501,9,228,1,other,no
20,entrepreneur,divorced,tertiary,no,27385,yes,yes,cellular,27,nov,840,2,188,8,unknown,no
31,admin.,married,tertiary,no,29063,no,no,cellular,24,jan,952,1,335,4,unknown,no
77,management,married,primary,no,36260,no,no,cellular,26,jun,650,4,178,4,success,yes
62,blue-collar,married,primary,no,46562,no,no,cellular,29,jun,706,1,131,6,failure,no
51,unemployed,married,secondary,no,8149,no,no,cellular,8,may,399,1,206,2,failure,no
62,housemaid,married,tertiary,no,24669,yes,no,telephone,12,jul,800,5,143,5,unknown,no
78,admin.,married,tertiary,no,24328,yes,no,cellular,14,may,617,7,157,0,other,yes
33,student,divorced,primary,no,35767,no,no,cellular,30,aug,36,3,270,4,failure,no
83,retired,divorced,tertiary,no,35965,no,no,telephone,23,feb,727,7,19,4,unknown,yes
57,services,single,tertiary,no,1562,yes,no,cellular,3,jun,305,5,167,8,failure,yes
34,unemployed,married,secondary,no,48846,yes,yes,cellular,29,may,620,8,293,4,success,yes
51,housemaid,single,secondary,no,31623,yes,no,cellular,30,oct,94,7,291,7,unknown,yes
33,student,single,tertiary,no,40255,yes,no,cellular,28,feb,656,1,307,2,other,yes
77,blue-collar,divorced,tertiary,no,34389,yes,no,cellular,14,nov,231,1,328,5,other,yes
83,student,single,tertiary,yes,2206,yes,no,cellular,27,jul,171,7,286,1,success,no
83,management,divorced,primary,no,31806,yes,no,telephone,4,apr,127,6,279,8,success,yes
30,retired,single,secondary,no,35364,yes,no,cellular,1,jun,846,9,62,5,other,no
73,entrepreneur,married,primary,no,18897,yes,no,cellular,9,may,246,8,357,4,other,no
48,housemaid,single,secondary,no,12151,yes,no,telephone,14,apr,615,6,227,8,success,no
51,retired,divorced,secondary,no,2370,yes,no,cellular,26,feb,322,6,100,0,other,yes
56,self-employed,divorced,secondary,no,22045,no,no,cellular,10,jul,537,9,292,2,other,yes
84,admin.,divorced,tertiary,no,19700,yes,no,cellular,18,may,163,4,245,1,failure,no
25,self-employed,single,secondary,no,34215,no,no,cellular,10,mar,291,9,90,8,other,no
